sigma_std,noise,seed,phi,phi_tempvar,ar1,real_mean,real_std,frac_lo,frac_hi
0.025,0.5,10,0.9706900514087863,0.00023818912758965697,0.9807340796586929,0.6982576535096884,0.023601779916804278,0.0,0.0
0.025,0.5,11,0.9770089428797771,0.00025258226571359935,0.9882868909029406,0.6974382838334847,0.025775085850569864,0.0,0.0
0.025,0.5,12,0.9725402933198228,0.0001978188578806602,0.9798562220280668,0.7016850644083502,0.026614398033094337,0.0,0.0
0.025,0.5,13,0.9729657243865251,0.00019411142916743,0.9795618321869959,0.6977429542775918,0.02593347332544299,0.0,0.0
0.025,0.5,14,0.9730885151251021,0.00015079416612236241,0.9735616853639582,0.6999694915906032,0.023801511759228657,0.0,0.0
0.025,0.5,15,0.977443048854649,0.0002006110613220545,0.9852888458533752,0.7032986530331361,0.02487129242710539,0.0,0.0
0.025,0.5,16,0.9767455714551377,9.283530411519325e-5,0.9661673182667108,0.7011739874657761,0.02397093529394519,0.0,0.0
0.025,0.5,17,0.9745740257875434,0.00016255447011653427,0.9779308966500021,0.7024590632389525,0.028175187234155925,0.0,0.0
0.025,0.5,18,0.9750469870419012,0.00033808540425593045,0.9896214169672092,0.7024557790077849,0.02425691406591262,0.0,0.0
0.025,0.5,19,0.9755841757207231,9.041219500726052e-5,0.9617160920908853,0.7019214868366679,0.022455057154993397,0.0,0.0
0.025,0.5,20,0.9741131149467874,0.00011551495604092238,0.9679216588786254,0.6984648249032359,0.024687334437152215,0.0,0.0
0.025,0.7,1,0.949980956820336,0.0018435354184795825,0.9928369182711371,0.6993591612537549,0.022595276581652047,0.0,0.0
0.025,0.7,2,0.9468349539543384,0.0006699210072936253,0.9782011103102976,0.6999088336418977,0.023345641333674658,0.0,0.0
0.025,0.7,3,0.9538224394035276,0.0005831170804962933,0.9805612226213699,0.6992701180311397,0.024283122056452732,0.0,0.0
0.025,0.7,4,0.9466327736205786,0.0007371732330365708,0.980111202144736,0.7010275763815789,0.023680306907567762,0.0,0.0
