sigma,seed,step,phi
0.3,1,36201,0.901906611898318
0.3,1,36251,0.9385436762458292
0.3,1,36301,0.9481596511073971
0.3,1,36351,0.9264978867188368
0.3,1,36401,0.9063175428768578
0.3,1,36451,0.8994202616018308
0.3,1,36501,0.9443190505816175
0.3,1,36551,0.9338663887978156
0.3,1,36601,0.9681118071531487
0.3,1,36651,0.9499159629664601
0.3,1,36701,0.9224831400104893
0.3,1,36751,0.8990624038534666
0.3,1,36801,0.93180719706447
0.3,1,36851,0.9311531149980397
0.3,1,36901,0.9065121493877638
0.3,1,36951,0.8621426805406914
0.3,1,37001,0.9186915360850552
0.3,1,37051,0.935395611721916
0.3,1,37101,0.9639580512937296
0.3,1,37151,0.9580923427969497
0.3,1,37201,0.9653899067515003
0.3,1,37251,0.9441156632020636
0.3,1,37301,0.9385263744905241
0.3,1,37351,0.8963282972919137
0.3,1,37401,0.9356034130064401
0.3,1,37451,0.9502702764366358
0.3,1,37501,0.8887513321268801
0.3,1,37551,0.8461107664784223
0.3,1,37601,0.8904697140367711
0.3,1,37651,0.908505548337407
0.3,1,37701,0.9250923923525465
0.3,1,37751,0.947997591462749
0.3,1,37801,0.9552888372653306
0.3,1,37851,0.9435367053512025
0.3,1,37901,0.9606851560700782
0.3,1,37951,0.9202316790316113
0.3,1,38001,0.9480283763282646
0.3,1,38051,0.9625571054827421
0.3,1,38101,0.9705114973580864
0.3,1,38151,0.9717059134436172
0.3,1,38201,0.946636567036047
0.3,1,38251,0.94498914855859
0.3,1,38301,0.952812852687199
0.3,1,38351,0.8708729548011844
0.3,1,38401,0.9205445428092044
0.3,1,38451,0.9231958111897581
0.3,1,38501,0.955276424820052
0.3,1,38551,0.9676491934466479
0.3,1,38601,0.9548810975579874
0.3,1,38651,0.9673232184108427
0.3,1,38701,0.896375669143815
0.3,1,38751,0.8445826177017134
0.3,1,38801,0.79455089539042
0.3,1,38851,0.8829845333009096
0.3,1,38901,0.8358235152728632
0.3,1,38951,0.7801239170230266
0.3,1,39001,0.8637727760101743
0.3,1,39051,0.7667481178698803
0.3,1,39101,0.712069463304872
0.3,1,39151,0.6830493379164128
0.3,1,39201,0.3793202525421908
0.3,1,39251,0.11003321384371943
0.3,1,39301,0.27340249863339855
0.3,1,39351,0.8326258552733509
0.3,1,39401,0.9129261210921511
0.3,1,39451,0.943847115322409
0.3,1,39501,0.9106203792325849
0.3,1,39551,0.913314869886825
0.3,1,39601,0.9192685703407976
0.3,1,39651,0.8966991690347806
0.3,1,39701,0.974805270486533
0.3,1,39751,0.9297372294252659
0.3,1,39801,0.9279789406388426
0.3,1,39851,0.8269721281745761
0.3,1,39901,0.72522112480177
0.3,1,39951,0.7207314467684326
0.3,1,40001,0.7643715307374682
0.3,1,40051,0.9356866507929946
0.3,1,40101,0.9582978621415027
0.3,1,40151,0.9617900541407958
0.3,1,40201,0.8859961265472659
0.3,1,40251,0.8924423043693787
0.3,1,40301,0.8763968786576226
0.3,1,40351,0.9735603589161093
0.3,1,40401,0.961386930468039
0.3,1,40451,0.9675724460314158
0.3,1,40501,0.9687818008794149
0.3,1,40551,0.9300110628300807
0.3,1,40601,0.8954160849267119
0.3,1,40651,0.9287431639088755
0.3,1,40701,0.9596358418094495
0.3,1,40751,0.9525584127331898
0.3,1,40801,0.9439168619875499
0.3,1,40851,0.9370625110866649
0.3,1,40901,0.9431742808457028
0.3,1,40951,0.9500598876518065
0.3,1,41001,0.964437984872445
0.3,1,41051,0.9526680322059771
0.3,1,41101,0.9703841593532554
0.3,1,41151,0.9283797746737701
0.3,1,41201,0.9438903052836389
0.3,1,41251,0.9357168929622796
0.3,1,41301,0.9192863430276013
0.3,1,41351,0.9420769961837072
0.3,1,41401,0.9579553470975612
0.3,1,41451,0.888962437516053
0.3,1,41501,0.8933794386365236
0.3,1,41551,0.896568101467444
0.3,1,41601,0.9051677854075663
0.3,1,41651,0.9094940608092407
0.3,1,41701,0.9185892015276385
0.3,1,41751,0.9188004652585334
0.3,1,41801,0.9571410848943005
0.3,1,41851,0.9033389203777202
0.3,1,41901,0.9032846586997195
0.3,1,41951,0.9422725582605646
0.3,1,42001,0.9779649730089973
0.3,1,42051,0.9288154968469112
0.3,1,42101,0.8625617573935039
0.3,1,42151,0.9429492311161156
0.3,1,42201,0.9571197479508573
0.3,1,42251,0.9657349409606405
0.3,1,42301,0.962244105562403
0.3,1,42351,0.933488274614931
0.3,1,42401,0.9510913771340331
0.3,1,42451,0.9409832913691293
0.3,1,42501,0.9261448742588704
0.3,1,42551,0.9789537120466802
0.3,1,42601,0.9332502170715078
0.3,1,42651,0.9033973119895538
0.3,1,42701,0.9377341627098922
0.3,1,42751,0.9472973594493028
0.3,1,42801,0.9351771636717846
0.3,1,42851,0.9035984109908346
0.3,1,42901,0.9517555096205428
0.3,1,42951,0.9725307236588947
0.3,1,43001,0.962093094064323
0.3,1,43051,0.949173221966096
0.3,1,43101,0.9473772835026144
0.3,1,43151,0.9533015333921261
0.3,1,43201,0.9369509180362802
0.3,1,43251,0.9564415504402308
0.3,1,43301,0.96357178709491
0.3,1,43351,0.9352415159373764
0.3,1,43401,0.9406967953307035
0.3,1,43451,0.9377261810671613
0.3,1,43501,0.9320320943300459
0.3,1,43551,0.9369597462605033
0.3,1,43601,0.9301611508167799
0.3,1,43651,0.9405096433563307
0.3,1,43701,0.9612521989343513
0.3,1,43751,0.9514804968015055
0.3,1,43801,0.960886091164997
0.3,1,43851,0.9472985705866338
0.3,1,43901,0.9443580499171619
0.3,1,43951,0.9722891239144518
0.3,1,44001,0.9643077575184581
0.3,1,44051,0.978741987412513
0.3,1,44101,0.9572601047081757
0.3,1,44151,0.9638824767714591
0.3,1,44201,0.9477697076069495
0.3,1,44251,0.9628597478250888
0.3,1,44301,0.9351733462134438
0.3,1,44351,0.9770611465750393
0.3,1,44401,0.9841609006489533
0.3,1,44451,0.9711678809075507
0.3,1,44501,0.9725328852611913
0.3,1,44551,0.9753066504138851
0.3,1,44601,0.9471498974590837
0.3,1,44651,0.9554432112031321
0.3,1,44701,0.9689678016024864
0.3,1,44751,0.9726571873079441
0.3,1,44801,0.9761162693821887
0.3,1,44851,0.9673512376253378
0.3,1,44901,0.9649135400409405
0.3,1,44951,0.9588069620081359
0.3,1,45001,0.9424276536936369
0.3,1,45051,0.9754404463505376
0.3,1,45101,0.9563668588689419
0.3,1,45151,0.9659679760613945
0.3,1,45201,0.959343603250025
0.3,1,45251,0.9638491915972299
0.3,1,45301,0.9667454836779575
0.3,1,45351,0.9771438444977597
0.3,1,45401,0.9465268759302397
0.3,1,45451,0.9550902252953788
0.3,1,45501,0.9667103316888012
0.3,1,45551,0.9571031914003452
0.3,1,45601,0.9659074985112389
0.3,1,45651,0.9713117841629141
0.3,1,45701,0.9601907963231807
0.3,1,45751,0.942570073576147
0.3,1,45801,0.9759623976272462
0.3,1,45851,0.9695295964671068
0.3,1,45901,0.9791789566006374
0.3,1,45951,0.9759709289605176
0.3,1,46001,0.9755500562709475
0.3,1,46051,0.9703874850972458
0.3,1,46101,0.9586952996769679
0.3,1,46151,0.9606185843357322
0.3,1,46201,0.9526624976924677
0.3,1,46251,0.9674813333770735
0.3,1,46301,0.9772536030341964
0.3,1,46351,0.9574715678031195
0.3,1,46401,0.9631668632267443
0.3,1,46451,0.9574742553424481
0.3,1,46501,0.9485144538728522
0.3,1,46551,0.9493919495023826
0.3,1,46601,0.9451680228209856
0.3,1,46651,0.9511939988082884
0.3,1,46701,0.94615094243431
0.3,1,46751,0.9649383484185029
0.3,1,46801,0.9575233533693477
0.3,1,46851,0.970190633121095
0.3,1,46901,0.9719783781748523
0.3,1,46951,0.9828264656755371
0.3,1,47001,0.9814304916787467
0.3,1,47051,0.9783745806455967
0.3,1,47101,0.9817753997783623
0.3,1,47151,0.9823167275104311
0.3,1,47201,0.9743025298119373
0.3,1,47251,0.9735318025246102
0.3,1,47301,0.9617548003846561
0.3,1,47351,0.9676243438861328
0.3,1,47401,0.9293619169286466
0.3,1,47451,0.9624625541104318
0.3,1,47501,0.9418438903733987
0.3,1,47551,0.964318455997098
0.3,1,47601,0.9434343304899656
0.3,1,47651,0.9679440944024819
0.3,1,47701,0.9775602746452243
0.3,1,47751,0.9745595809919432
0.3,1,47801,0.9453649834344411
0.3,1,47851,0.9714297589343384
0.3,1,47901,0.9806594432368022
0.3,1,47951,0.9555128322147736
0.3,1,48001,0.9635581896303899
0.3,1,48051,0.9483844207858189
0.3,1,48101,0.951173475434021
0.3,1,48151,0.9570340957873563
0.3,1,48201,0.9503186980941855
0.3,1,48251,0.953060485704921
0.3,1,48301,0.9542195100644948
0.3,1,48351,0.9590161737903671
0.3,1,48401,0.9614408932602726
0.3,1,48451,0.9686327985824879
0.3,1,48501,0.9600044584074975
0.3,1,48551,0.9388066888322962
0.3,1,48601,0.8873657939246165
0.3,1,48651,0.9185788574326569
0.3,1,48701,0.9319428708358196
0.3,1,48751,0.8856088621734349
0.3,1,48801,0.9301790143370667
0.3,1,48851,0.9646145561890005
0.3,1,48901,0.9514552850229251
0.3,1,48951,0.9627932622310075
0.3,1,49001,0.9593826876643212
0.3,1,49051,0.9430453167217457
0.3,1,49101,0.9430176127625137
0.3,1,49151,0.9132686237404882
0.3,1,49201,0.895837361734012
0.3,1,49251,0.9528068985323217
0.3,1,49301,0.963543181410246
0.3,1,49351,0.9713783596895751
0.3,1,49401,0.9809114724776075
0.3,1,49451,0.975083565059544
0.3,1,49501,0.9586183105352832
0.3,1,49551,0.9543356276323851
0.3,1,49601,0.9500589796066534
0.3,1,49651,0.9052926457480062
0.3,1,49701,0.9120469838532179
0.3,1,49751,0.9065220581459303
0.3,1,49801,0.7146676574564217
0.3,1,49851,0.8572388031668425
0.3,1,49901,0.7783653926149701
0.3,1,49951,0.8461839333452269
0.3,1,50001,0.8586124216687853
0.3,1,50051,0.9352218444129102
0.3,1,50101,0.9396566573584391
0.3,1,50151,0.9375484920351838
0.3,1,50201,0.9515603447970694
0.3,1,50251,0.9428275843887802
0.3,1,50301,0.8700645798555385
0.3,1,50351,0.7761572625019025
0.3,1,50401,0.8320807760871309
0.3,1,50451,0.848367561850863
0.3,1,50501,0.869239795158845
0.3,1,50551,0.8649056664622521
0.3,1,50601,0.8589393595323195
0.3,1,50651,0.8111256910680394
0.3,1,50701,0.8443531435677882
0.3,1,50751,0.8465447207794015
0.3,1,50801,0.8988556923490423
0.3,1,50851,0.9222606780488806
0.3,1,50901,0.8588592300263791
0.3,1,50951,0.9299439255163966
0.3,1,51001,0.9459540641764238
0.3,1,51051,0.9327795138357956
0.3,1,51101,0.839263783446939
0.3,1,51151,0.8651070316636037
0.3,1,51201,0.9589880634611269
0.3,1,51251,0.9178546499690532
0.3,1,51301,0.9093765100203384
0.3,1,51351,0.9535705751547842
0.3,1,51401,0.9608454761261095
0.3,1,51451,0.9580860897445963
0.3,1,51501,0.914085798625372
0.3,1,51551,0.9575402363504265
0.3,1,51601,0.9680585903396087
0.3,1,51651,0.9746782824578495
0.3,1,51701,0.9695976889757645
0.3,1,51751,0.9588068260840903
0.3,1,51801,0.9491712241871428
0.3,1,51851,0.9567712339854331
0.3,1,51901,0.9360760025390976
0.3,1,51951,0.9692921361522748
0.3,1,52001,0.9352656478548976
0.3,1,52051,0.9695037592473881
0.3,1,52101,0.9617569732705628
0.3,1,52151,0.9682356101815556
0.3,1,52201,0.9699842211762688
0.3,1,52251,0.9693774110294736
0.3,1,52301,0.9441871939562333
0.3,1,52351,0.9353970048012537
0.3,1,52401,0.9573412575201682
0.3,1,52451,0.9474978929161263
0.3,1,52501,0.9121300074797222
0.3,1,52551,0.9576129284328764
0.3,1,52601,0.9370578562817397
0.3,1,52651,0.9551079459191549
0.3,1,52701,0.9605359883961474
0.3,1,52751,0.9506763787390786
0.3,1,52801,0.8751200112733436
0.3,1,52851,0.8892338057031
0.3,1,52901,0.9406902751852998
0.3,1,52951,0.9160419356345115
0.3,1,53001,0.9662403426276377
0.3,1,53051,0.9296414859368877
0.3,1,53101,0.9471117928066655
0.3,1,53151,0.9574537565625985
0.3,1,53201,0.9614192234207259
0.3,1,53251,0.9556111466104189
0.3,1,53301,0.9345479612789643
0.3,1,53351,0.9490571623684048
0.3,1,53401,0.9442165179978491
0.3,1,53451,0.9163238610842819
0.3,1,53501,0.8916014569052371
0.3,1,53551,0.8981221429195452
0.3,1,53601,0.9454386478667025
0.3,1,53651,0.9635414735039074
0.3,1,53701,0.9283413585079251
0.3,1,53751,0.9432959828662809
0.3,1,53801,0.9512322470367683
0.3,1,53851,0.932638110883824
0.3,1,53901,0.9691124418472972
0.3,1,53951,0.9267465980354724
0.3,1,54001,0.8350527091079611
0.3,1,54051,0.8873120833564727
0.3,1,54101,0.9212697758924302
0.3,1,54151,0.9259911004849736
0.3,1,54201,0.9272369167364997
0.3,1,54251,0.9059447550337733
0.3,1,54301,0.9100083121521447
0.3,1,54351,0.940589435105594
0.3,1,54401,0.9331323386355909
0.3,1,54451,0.9387649475597653
0.3,1,54501,0.9829743588619692
0.3,1,54551,0.9751591788654507
0.3,1,54601,0.9685494984376128
0.3,1,54651,0.9403831563902991
0.3,1,54701,0.9539718654170367
0.3,1,54751,0.9607253648754354
0.3,1,54801,0.9545680160840266
0.3,1,54851,0.9536006414151745
0.3,1,54901,0.9601198130241275
0.3,1,54951,0.9581392067725302
0.3,1,55001,0.9450803556048185
0.3,1,55051,0.9353120153073038
0.3,1,55101,0.8650241298229266
0.3,1,55151,0.8763026421002572
0.3,1,55201,0.7950441813678039
0.3,1,55251,0.8490455413481803
0.3,1,55301,0.8538270716807893
0.3,1,55351,0.9253116796839826
0.3,1,55401,0.9034210875764613
0.3,1,55451,0.9051363672978318
0.3,1,55501,0.916186705162401
0.3,1,55551,0.916737045309664
0.3,1,55601,0.8711894843126093
0.3,1,55651,0.8753701985067335
0.3,1,55701,0.9050814554812739
0.3,1,55751,0.9254010637177259
0.3,1,55801,0.9065168707868984
0.3,1,55851,0.9313899847372086
0.3,1,55901,0.9389981300384532
0.3,1,55951,0.8874180173092092
0.3,1,56001,0.8793302390607552
0.3,1,56051,0.9023179222735777
0.3,1,56101,0.9063955396329086
0.3,1,56151,0.8594762399052457
0.3,1,56201,0.8474760997785546
0.3,1,56251,0.9689756521600592
0.3,1,56301,0.9575928862864496
0.3,1,56351,0.9438990253504942
0.3,1,56401,0.9631544787668493
0.3,1,56451,0.9569759533438987
0.3,1,56501,0.9566456964459953
0.3,1,56551,0.9833202994020419
0.3,1,56601,0.9660142659683489
0.3,1,56651,0.9664679891997136
0.3,1,56701,0.9632740850068482
0.3,1,56751,0.9582945468765263
0.3,1,56801,0.9527421213980745
0.3,1,56851,0.9274850900324965
0.3,1,56901,0.8047496972543723
0.3,1,56951,0.6523176760050888
0.3,1,57001,0.6819174393375763
0.3,1,57051,0.7104739133466931
0.3,1,57101,0.6234263449372061
0.3,1,57151,0.883183975347953
0.3,1,57201,0.9311543719728678
0.3,1,57251,0.9281727672466763
0.3,1,57301,0.9455653298258115
0.3,1,57351,0.9488461989699752
0.3,1,57401,0.9437872260488278
0.3,1,57451,0.9284209964353745
0.3,1,57501,0.9022566739512942
0.3,1,57551,0.8746349631664693
0.3,1,57601,0.8937946957696825
0.3,1,57651,0.946693261712324
0.3,1,57701,0.9648524614462141
0.3,1,57751,0.9618188224065957
0.3,1,57801,0.9220437902498665
0.3,1,57851,0.911495166059853
0.3,1,57901,0.8822413384773371
0.3,1,57951,0.9059096704770754
0.3,1,58001,0.9552633000996593
0.3,1,58051,0.9379473136497455
0.3,1,58101,0.9483315823451065
0.3,1,58151,0.956352603050092
0.3,1,58201,0.9472038233920081
0.3,1,58251,0.9581092918327548
0.3,1,58301,0.9617678352090192
0.3,1,58351,0.9594971362476356
0.3,1,58401,0.953322773245055
0.3,1,58451,0.9552244185213536
0.3,1,58501,0.9237394363583534
0.3,1,58551,0.9308396670022272
0.3,1,58601,0.9511268037828385
0.3,1,58651,0.9556318117412393
0.3,1,58701,0.9613904518387867
0.3,1,58751,0.9555800451892296
0.3,1,58801,0.9690348917276563
0.3,1,58851,0.9805863742134339
0.3,1,58901,0.9793832795024975
0.3,1,58951,0.9780714697927199
0.3,1,59001,0.9790607555970685
0.3,1,59051,0.9726347739342862
0.3,1,59101,0.9752346018039519
0.3,1,59151,0.9786821089234029
0.3,1,59201,0.9774780902434314
0.3,1,59251,0.9734043838270963
0.3,1,59301,0.9856491944618827
0.3,1,59351,0.9784821687983433
0.3,1,59401,0.9637979904422861
0.3,1,59451,0.9730091791478145
0.3,1,59501,0.9779281273208746
0.3,1,59551,0.9488306563240544
0.3,1,59601,0.9698313036887743
0.3,1,59651,0.967191521215376
0.3,1,59701,0.9772592016653251
0.3,1,59751,0.9738194178575965
0.3,1,59801,0.9650071594433004
0.3,1,59851,0.9694500354408762
0.3,1,59901,0.9676252713627139
0.3,1,59951,0.9660572464870877
0.3,2,1,0.08309088289927838
0.3,2,51,0.24971084026757795
0.3,2,101,0.7279533299258073
0.3,2,151,0.9288584345876485
0.3,2,201,0.852006100149123
0.3,2,251,0.8970646310224845
0.3,2,301,0.9338826662736214
0.3,2,351,0.9530743763227222
0.3,2,401,0.9687093001708786
0.3,2,451,0.9594685663454497
0.3,2,501,0.9295596468998812
0.3,2,551,0.9493186064026949
0.3,2,601,0.9054117530014962
0.3,2,651,0.9502773324470543
0.3,2,701,0.8631854099200318
0.3,2,751,0.8768168942758167
0.3,2,801,0.8559016207388773
0.3,2,851,0.9007357902830679
0.3,2,901,0.9169329212792511
0.3,2,951,0.9455522028791821
0.3,2,1001,0.9272964799492391
0.3,2,1051,0.9244131419998024
0.3,2,1101,0.9436433385072394
0.3,2,1151,0.9360279898730466
0.3,2,1201,0.928482964699796
0.3,2,1251,0.9450028720684939
0.3,2,1301,0.9124176461771681
0.3,2,1351,0.9171373516591232
0.3,2,1401,0.9225553765147485
0.3,2,1451,0.9607723134629432
0.3,2,1501,0.9510320865782339
0.3,2,1551,0.9253282133910743
0.3,2,1601,0.8926290519751933
0.3,2,1651,0.8911916483952418
0.3,2,1701,0.7919943549463798
0.3,2,1751,0.8346179487084505
0.3,2,1801,0.9234275756849889
0.3,2,1851,0.9576363228499023
0.3,2,1901,0.9598538418818723
0.3,2,1951,0.9312208916435006
0.3,2,2001,0.9393822617966923
0.3,2,2051,0.9457220533742693
0.3,2,2101,0.9378965104329473
0.3,2,2151,0.9300451076655672
0.3,2,2201,0.9604909423473587
0.3,2,2251,0.9469350435027969
0.3,2,2301,0.9507679032504427
0.3,2,2351,0.893910878209456
0.3,2,2401,0.7780092043649411
0.3,2,2451,0.8916221302005048
0.3,2,2501,0.9473751266858794
0.3,2,2551,0.936061103256741
0.3,2,2601,0.8785473962449006
0.3,2,2651,0.9276267367179403
0.3,2,2701,0.9091301690015576
0.3,2,2751,0.9117802236874953
0.3,2,2801,0.9527189679756917
0.3,2,2851,0.9637352144369203
0.3,2,2901,0.9513190915662114
0.3,2,2951,0.9440200871806937
0.3,2,3001,0.962487790834002
0.3,2,3051,0.923740038181159
0.3,2,3101,0.878120796933441
0.3,2,3151,0.9270048465960034
0.3,2,3201,0.9278039268410927
0.3,2,3251,0.8905566715182576
0.3,2,3301,0.9397122002574185
0.3,2,3351,0.9435497178299446
0.3,2,3401,0.9424285600255553
0.3,2,3451,0.933699199483877
0.3,2,3501,0.8936422297333855
0.3,2,3551,0.9392654484798977
0.3,2,3601,0.9500241387744496
0.3,2,3651,0.9485373620871413
0.3,2,3701,0.962473581428303
0.3,2,3751,0.9383955533883223
0.3,2,3801,0.9394528991437938
0.3,2,3851,0.9441365606031261
0.3,2,3901,0.9215280458189156
0.3,2,3951,0.911552180701673
0.3,2,4001,0.9334152156030363
0.3,2,4051,0.9509290902929659
0.3,2,4101,0.9132257699012971
0.3,2,4151,0.9551579605490467
0.3,2,4201,0.9261834235968399
0.3,2,4251,0.9020413997565812
0.3,2,4301,0.8385417363411662
0.3,2,4351,0.7773377669020862
0.3,2,4401,0.8121646366522725
0.3,2,4451,0.9127123079921912
0.3,2,4501,0.9385494879698674
0.3,2,4551,0.9180568663380404
0.3,2,4601,0.9519672629289454
0.3,2,4651,0.9546438530706504
0.3,2,4701,0.9078348848908826
0.3,2,4751,0.9229107543142878
0.3,2,4801,0.9538512952904568
0.3,2,4851,0.9467542268740101
0.3,2,4901,0.9442720777697191
0.3,2,4951,0.9571432591681919
0.3,2,5001,0.9287263118225021
0.3,2,5051,0.9361817521009564
0.3,2,5101,0.9318772914441544
0.3,2,5151,0.9348649230609227
0.3,2,5201,0.9092369999698028
0.3,2,5251,0.9522887472181043
0.3,2,5301,0.927051955780221
0.3,2,5351,0.9074534737521542
0.3,2,5401,0.893129753548029
0.3,2,5451,0.9445074699053111
0.3,2,5501,0.9517548764771535
0.3,2,5551,0.9341750405477484
0.3,2,5601,0.8940267214606279
0.3,2,5651,0.8470255819163979
0.3,2,5701,0.856952312890187
0.3,2,5751,0.9095035779970847
0.3,2,5801,0.9071257393601426
0.3,2,5851,0.9044781411221428
0.3,2,5901,0.9186021529536055
0.3,2,5951,0.8967678307353164
0.3,2,6001,0.8017305001892411
0.3,2,6051,0.8733959068764099
0.3,2,6101,0.7359121328723014
0.3,2,6151,0.5694499567364238
0.3,2,6201,0.5935888202218519
0.3,2,6251,0.8065494168137455
0.3,2,6301,0.9266735313317079
0.3,2,6351,0.930790401980849
0.3,2,6401,0.9394928779820579
0.3,2,6451,0.9334887291326761
0.3,2,6501,0.8448915470113398
0.3,2,6551,0.8711270302712535
0.3,2,6601,0.8840954844503126
0.3,2,6651,0.9385834765624125
0.3,2,6701,0.9607352544275585
0.3,2,6751,0.9294587990242361
0.3,2,6801,0.9649229898793282
0.3,2,6851,0.9241725405504335
0.3,2,6901,0.9428678093650277
0.3,2,6951,0.9645265441982909
0.3,2,7001,0.9656747411676841
0.3,2,7051,0.9485691206512668
0.3,2,7101,0.9617925907639757
0.3,2,7151,0.9512951011738252
0.3,2,7201,0.9209834584099422
0.3,2,7251,0.9536847841496686
0.3,2,7301,0.9473561030085276
0.3,2,7351,0.9372048185414349
0.3,2,7401,0.9464968399298446
0.3,2,7451,0.9565289516029997
0.3,2,7501,0.9369483803120084
0.3,2,7551,0.9672977801630744
0.3,2,7601,0.9539136198740163
0.3,2,7651,0.9670589292306199
0.3,2,7701,0.9597915761764816
0.3,2,7751,0.9724132346097824
0.3,2,7801,0.9553262834166465
0.3,2,7851,0.9146644625384764
0.3,2,7901,0.9584776779521911
0.3,2,7951,0.9627338208360505
0.3,2,8001,0.943862567172133
0.3,2,8051,0.9377758717085747
0.3,2,8101,0.9154130831315683
0.3,2,8151,0.9289218570147398
0.3,2,8201,0.9436395009255779
0.3,2,8251,0.9049752723781977
0.3,2,8301,0.8600434001357685
0.3,2,8351,0.9036817586476401
0.3,2,8401,0.8785232753562338
0.3,2,8451,0.9039497264884109
0.3,2,8501,0.9416329289215142
0.3,2,8551,0.9516361132725106
0.3,2,8601,0.9553787492222493
0.3,2,8651,0.8575895805228843
0.3,2,8701,0.8068794069961402
0.3,2,8751,0.9244721269688722
0.3,2,8801,0.9516746608131736
0.3,2,8851,0.9245999390417139
0.3,2,8901,0.9621637847877919
0.3,2,8951,0.9641204764623555
0.3,2,9001,0.9566828928492367
0.3,2,9051,0.9228432420197799
0.3,2,9101,0.9472407911532682
0.3,2,9151,0.963164648124272
0.3,2,9201,0.9645354241174287
0.3,2,9251,0.9635363591385719
0.3,2,9301,0.9337526233466605
0.3,2,9351,0.9634536947257303
0.3,2,9401,0.9588289612742248
0.3,2,9451,0.967157349749458
0.3,2,9501,0.9444161951526034
0.3,2,9551,0.9553214523479748
0.3,2,9601,0.9368941009330489
0.3,2,9651,0.9611449286091259
0.3,2,9701,0.9675503722779946
0.3,2,9751,0.9655912711957276
0.3,2,9801,0.9649561391413802
0.3,2,9851,0.9418643851397767
0.3,2,9901,0.9352916709388821
0.3,2,9951,0.9464776300444184
0.3,2,10001,0.9544441461723061
0.3,2,10051,0.9546590113075114
0.3,2,10101,0.946115694049311
0.3,2,10151,0.9457348329431755
0.3,2,10201,0.9297171062981769
0.3,2,10251,0.9483023888530612
0.3,2,10301,0.9487882767550864
0.3,2,10351,0.9551724252357153
0.3,2,10401,0.9208820293936134
0.3,2,10451,0.9073158180114156
0.3,2,10501,0.8715116264288602
0.3,2,10551,0.8713914585131423
0.3,2,10601,0.9204479747475697
0.3,2,10651,0.962524050043907
0.3,2,10701,0.9555309425131709
0.3,2,10751,0.9352645364219574
0.3,2,10801,0.9541628901993985
0.3,2,10851,0.9272659368877667
0.3,2,10901,0.9585803745007794
0.3,2,10951,0.9414891611867832
0.3,2,11001,0.9573902210462446
0.3,2,11051,0.9612192111869107
0.3,2,11101,0.9715063664949024
0.3,2,11151,0.9624573538186506
0.3,2,11201,0.9725136410076437
0.3,2,11251,0.958556230953413
0.3,2,11301,0.9451966944307956
0.3,2,11351,0.9791142112392691
0.3,2,11401,0.9269926185061221
0.3,2,11451,0.8673713836865529
0.3,2,11501,0.9147805798264848
0.3,2,11551,0.8551857320794174
0.3,2,11601,0.9361965559960058
0.3,2,11651,0.9334999847978869
0.3,2,11701,0.9226730157364641
0.3,2,11751,0.9425024441723736
0.3,2,11801,0.967888151529321
0.3,2,11851,0.9429065377094696
0.3,2,11901,0.8359165025977685
0.3,2,11951,0.8577992148916719
0.3,2,12001,0.9217696006489212
0.3,2,12051,0.9356530003752657
0.3,2,12101,0.9622328115812752
0.3,2,12151,0.9023612444175941
0.3,2,12201,0.931914831545591
0.3,2,12251,0.9166035503804749
0.3,2,12301,0.9373589877500266
0.3,2,12351,0.920078599458157
0.3,2,12401,0.8875909058102525
0.3,2,12451,0.8959578511524442
0.3,2,12501,0.9627696289449619
0.3,2,12551,0.9545845572511433
0.3,2,12601,0.9633943681344038
0.3,2,12651,0.9573891301841434
0.3,2,12701,0.9426318188717255
0.3,2,12751,0.9593780376948173
0.3,2,12801,0.9741812274414965
0.3,2,12851,0.9273569818139239
0.3,2,12901,0.8575215060272189
0.3,2,12951,0.8974473711788791
0.3,2,13001,0.8540836217506317
0.3,2,13051,0.8327621377244255
0.3,2,13101,0.7641579912746921
0.3,2,13151,0.8871581944680985
0.3,2,13201,0.9525634896601821
0.3,2,13251,0.7508667592829752
0.3,2,13301,0.8012461016214942
0.3,2,13351,0.8893386933396512
0.3,2,13401,0.9098224359527526
0.3,2,13451,0.8835256596394896
0.3,2,13501,0.8932100411663509
0.3,2,13551,0.8999612196498933
0.3,2,13601,0.9187083334344543
0.3,2,13651,0.8937327316957969
0.3,2,13701,0.9566095801989467
0.3,2,13751,0.966802031968671
0.3,2,13801,0.9835666235503435
0.3,2,13851,0.9575334374694178
0.3,2,13901,0.940127642503545
0.3,2,13951,0.9456770336761786
0.3,2,14001,0.8202681167084686
0.3,2,14051,0.6902459632937953
0.3,2,14101,0.844795675804933
0.3,2,14151,0.9141076915891846
0.3,2,14201,0.9479506914264458
0.3,2,14251,0.9318026588637977
0.3,2,14301,0.9516735603202772
0.3,2,14351,0.9451106149537428
0.3,2,14401,0.9393384020627294
0.3,2,14451,0.9483847665566826
0.3,2,14501,0.9525615048852676
0.3,2,14551,0.9287919573282967
0.3,2,14601,0.923174333524184
0.3,2,14651,0.9319007830801402
0.3,2,14701,0.9394576204825184
0.3,2,14751,0.9327532322586289
0.3,2,14801,0.9006426898369635
0.3,2,14851,0.927900139429938
0.3,2,14901,0.9224616460122282
0.3,2,14951,0.9464791593128083
0.3,2,15001,0.9238134240793516
0.3,2,15051,0.9451322933313758
0.3,2,15101,0.9191196161243298
0.3,2,15151,0.8927270794855537
0.3,2,15201,0.9057390773764258
0.3,2,15251,0.9096528198136182
