sigma,step,phi
0.2,7076,0.9860321179276982
0.2,7101,0.9812557924507905
0.2,7126,0.9840514218730786
0.2,7151,0.9726502309373356
0.2,7176,0.9667897280479921
0.2,7201,0.9810636928636381
0.2,7226,0.9836864392213531
0.2,7251,0.9756188298989917
0.2,7276,0.976242735964062
0.2,7301,0.9818309499775578
0.2,7326,0.9701466385044907
0.2,7351,0.966434247064579
0.2,7376,0.9800957867950472
0.2,7401,0.9777474958462801
0.2,7426,0.9796022785143179
0.2,7451,0.9703650446463439
0.2,7476,0.9781628209992695
0.2,7501,0.978250487708841
0.2,7526,0.9780876584800454
0.2,7551,0.9769563929768169
0.2,7576,0.9874017000716201
0.2,7601,0.9857007714737447
0.2,7626,0.9811520118050736
0.2,7651,0.9566652975798361
0.2,7676,0.9825500521070681
0.2,7701,0.9760541031680745
0.2,7726,0.9764361152029015
0.2,7751,0.9745936731222846
0.2,7776,0.9730206412941874
0.2,7801,0.9753760507866295
0.2,7826,0.9812650732729407
0.2,7851,0.9856534339453874
0.2,7876,0.9789169869983861
0.2,7901,0.9734842404642199
0.2,7926,0.9803357191128688
0.2,7951,0.980728670039899
0.2,7976,0.9741114160574583
0.2,8001,0.9772575215004112
0.2,8026,0.9753567423130369
0.2,8051,0.9744561683373633
0.2,8076,0.9772401187800231
0.2,8101,0.9814923227307008
0.2,8126,0.9787959426964848
0.2,8151,0.9814383585357584
0.2,8176,0.9674340038918109
0.2,8201,0.9757352220334807
0.2,8226,0.9806259591954954
0.2,8251,0.985057679114884
0.2,8276,0.9808104349720824
0.2,8301,0.9851154474998979
0.2,8326,0.9817504841739177
0.2,8351,0.9797972802322819
0.2,8376,0.9847496527350476
0.2,8401,0.9766154633651087
0.2,8426,0.9834729755178367
0.2,8451,0.9812751428513549
0.2,8476,0.9638377497468009
0.2,8501,0.9841864406838073
0.2,8526,0.9834538026505214
0.2,8551,0.9842849990071632
0.2,8576,0.9746866638322274
0.2,8601,0.9689049420803074
0.2,8626,0.9717971142084024
0.2,8651,0.9773399783781191
0.2,8676,0.9838756726907404
0.2,8701,0.983591509276702
0.2,8726,0.9823359143839796
0.2,8751,0.9734611724274073
0.2,8776,0.9817094755249715
0.2,8801,0.9795110821546379
0.2,8826,0.9785044112978605
0.2,8851,0.974971591327046
0.2,8876,0.977238302033493
0.2,8901,0.9754796901641156
0.2,8926,0.9739531450284306
0.2,8951,0.9753916415981605
0.2,8976,0.9781617691711104
0.2,9001,0.967193512298085
0.2,9026,0.9841761480041465
0.2,9051,0.9765250805367638
0.2,9076,0.9787923456454208
0.2,9101,0.9769173749124582
0.2,9126,0.980192004795262
0.2,9151,0.9730415849218589
0.2,9176,0.9695015046237853
0.2,9201,0.9811688576691826
0.2,9226,0.9846016253364258
0.2,9251,0.9773811070919262
0.2,9276,0.9813330116000905
0.2,9301,0.9797823674194163
0.2,9326,0.9795493562128583
0.2,9351,0.9637759116118021
0.2,9376,0.9803488390032515
0.2,9401,0.9820796857819117
0.2,9426,0.9789161449574856
0.2,9451,0.9795960959519019
0.2,9476,0.9833550702779119
0.2,9501,0.9792135843691008
0.2,9526,0.9647942658763574
0.2,9551,0.9615895000068582
0.2,9576,0.9736406058131094
0.2,9601,0.9667673590547948
0.2,9626,0.9644827473533136
0.2,9651,0.977896806891209
0.2,9676,0.9772122513061317
0.2,9701,0.9716267834660383
0.2,9726,0.9753546773334414
0.2,9751,0.9693520621289656
0.2,9776,0.9693578481897921
0.2,9801,0.9815204105093536
0.2,9826,0.9770914149131742
0.2,9851,0.9810818389005636
0.2,9876,0.961828733572823
0.2,9901,0.9775793167118204
0.2,9926,0.9805431055428921
0.2,9951,0.9840339850974924
0.2,9976,0.9812975867930487
0.2,10001,0.9717578564749901
0.2,10026,0.9770771336069896
0.2,10051,0.978889375537419
0.2,10076,0.9792455237491487
0.2,10101,0.9488716647901451
0.2,10126,0.9576380134594492
0.2,10151,0.9597538528931419
0.2,10176,0.9386411332136079
0.2,10201,0.9462142562108947
0.2,10226,0.9609416065439528
0.2,10251,0.9302096994782366
0.2,10276,0.9512038067422097
0.2,10301,0.9576993290984378
0.2,10326,0.9468816172874736
0.2,10351,0.9758989261357773
0.2,10376,0.9774756162437832
0.2,10401,0.9713537484366224
0.2,10426,0.9679701521638262
0.2,10451,0.9526965203360546
0.2,10476,0.9685399145948501
0.2,10501,0.9707218455889618
0.2,10526,0.9673721779930411
0.2,10551,0.9611300837002784
0.2,10576,0.9762424546907449
0.2,10601,0.9639127726207416
0.2,10626,0.9774887714045127
0.2,10651,0.9691290248826313
0.2,10676,0.9706286499839286
0.2,10701,0.97485623105481
0.2,10726,0.9572497861203998
0.2,10751,0.9667672415430533
0.2,10776,0.9739368292348826
0.2,10801,0.9704381201525477
0.2,10826,0.9663759310997296
0.2,10851,0.9680827242814708
0.2,10876,0.9528839419977817
0.2,10901,0.9522247940512769
0.2,10926,0.9635643790027697
0.2,10951,0.9589537148261604
0.2,10976,0.9516014392403955
0.2,11001,0.9182487972865749
0.2,11026,0.8856108851894453
0.2,11051,0.9027979149460834
0.2,11076,0.9482911309719895
0.2,11101,0.9652482344167453
0.2,11126,0.9794306853567283
0.2,11151,0.980157794202535
0.2,11176,0.9701845842137006
0.2,11201,0.9802284278907676
0.2,11226,0.977566432210008
0.2,11251,0.9756257390405789
0.2,11276,0.9766478389873045
0.2,11301,0.9777164515641912
0.2,11326,0.968215535613422
0.2,11351,0.9638887412511874
0.2,11376,0.9827179654072139
0.2,11401,0.9712084500398309
0.2,11426,0.9807384592739077
0.2,11451,0.9726370639035552
0.2,11476,0.9552080565013664
0.2,11501,0.9777389749968395
0.2,11526,0.9769656789272024
0.2,11551,0.9789009638133276
0.2,11576,0.9780261871904875
0.2,11601,0.9549451708163403
0.2,11626,0.9596637872587035
0.2,11651,0.921136905372792
0.2,11676,0.9006655602049624
0.2,11701,0.9407713150140274
0.2,11726,0.9589050311782437
0.2,11751,0.9124869001359739
0.2,11776,0.9063263910326044
0.2,11801,0.959050180166374
0.2,11826,0.953223136484115
0.2,11851,0.9504465394117156
0.2,11876,0.9672053353270833
0.2,11901,0.9674887129276399
0.2,11926,0.9689822131279786
0.2,11951,0.9798772711858471
0.2,11976,0.9706203963040723
0.2,12001,0.9723881595039697
0.2,12026,0.9704639053051449
0.2,12051,0.9491082732406443
0.2,12076,0.9322655526836221
0.2,12101,0.9204701825470138
0.2,12126,0.96681144716341
0.2,12151,0.9741976358207047
0.2,12176,0.9642758294107794
0.2,12201,0.9771189222160634
0.2,12226,0.9793177996338513
0.2,12251,0.9758998395204542
0.2,12276,0.9763725125077598
0.2,12301,0.9752954739537658
0.2,12326,0.9797626079014257
0.2,12351,0.9749291520331531
0.2,12376,0.9822681446415624
0.2,12401,0.9767834132101282
0.2,12426,0.9796827875158582
0.2,12451,0.9831023850908065
0.2,12476,0.9784862512445429
0.2,12501,0.9767477909822763
0.2,12526,0.9785438383302655
0.2,12551,0.9781100807318632
0.2,12576,0.9724149652897407
0.2,12601,0.9831378861691888
0.2,12626,0.9779827890674481
0.2,12651,0.9829657223739551
0.2,12676,0.9787680408250836
0.2,12701,0.9763962146580619
0.2,12726,0.9688962684163112
0.2,12751,0.9720707765290816
0.2,12776,0.9766081642767974
0.2,12801,0.9729027850597979
0.2,12826,0.9756842186154279
0.2,12851,0.9633800622477942
0.2,12876,0.9698245082949208
0.2,12901,0.9669615207593013
0.2,12926,0.979624670121316
0.2,12951,0.9721432734408523
0.2,12976,0.9763020473843729
0.2,13001,0.9816075491684737
0.2,13026,0.9809503770291994
0.2,13051,0.9746861658583863
0.2,13076,0.9759661333670616
0.2,13101,0.9484382951865097
0.2,13126,0.9533279332601332
0.2,13151,0.9766193452124915
0.2,13176,0.9842303572357148
0.2,13201,0.9670722787649708
0.2,13226,0.9775358387498008
0.2,13251,0.9740471085158839
0.2,13276,0.9644915970766464
0.2,13301,0.9526113826732476
0.2,13326,0.9615867226239592
0.2,13351,0.9768740189506228
0.2,13376,0.9827343183435243
0.2,13401,0.9771890922722387
0.2,13426,0.9803405489885678
0.2,13451,0.977912480245612
0.2,13476,0.9598766216742817
0.2,13501,0.9802618400680193
0.2,13526,0.9767847763818265
0.2,13551,0.9747641359137224
0.2,13576,0.9829320905381096
0.2,13601,0.9733752515179228
0.2,13626,0.9697437938393266
0.2,13651,0.9816385766673342
0.2,13676,0.9875289638037397
0.2,13701,0.9825859774275946
0.2,13726,0.9745372355884584
0.2,13751,0.9799505548764069
0.2,13776,0.9816431666915179
0.2,13801,0.9808418527948917
0.2,13826,0.9826248567678756
0.2,13851,0.9660257311400317
0.2,13876,0.9697221972182053
0.2,13901,0.9735278749435387
0.2,13926,0.9767005212688039
0.2,13951,0.978285004675474
0.2,13976,0.9742055158449082
0.2,14001,0.9742385016615187
0.2,14026,0.9801773210104072
0.2,14051,0.9734465458814675
0.2,14076,0.9837950693897937
0.2,14101,0.9812279407636001
0.2,14126,0.9815718807221633
0.2,14151,0.9624301412447408
0.2,14176,0.9748059409278859
0.2,14201,0.9843889355597483
0.2,14226,0.9726570373383748
0.2,14251,0.9768038741960681
0.2,14276,0.9751985276590798
0.2,14301,0.9808902136332449
0.2,14326,0.9834201222582828
0.2,14351,0.9729505271963872
0.2,14376,0.9631453758385943
0.2,14401,0.9708727104401337
0.2,14426,0.9407557131299004
0.2,14451,0.9545161768531276
0.2,14476,0.9527427960518863
0.2,14501,0.9691360937807549
0.2,14526,0.9769037954378584
0.2,14551,0.9811719505054414
0.2,14576,0.979895479878398
0.2,14601,0.9774037761257162
0.2,14626,0.9739477214307398
0.2,14651,0.9825361166137376
0.2,14676,0.9580088495283342
0.2,14701,0.982069222701317
0.2,14726,0.9852615202285782
0.2,14751,0.9787205581547123
0.2,14776,0.9795368751331514
0.2,14801,0.9704816832654651
0.2,14826,0.9697048015866996
0.2,14851,0.9777163483493604
0.2,14876,0.9681986843648307
0.2,14901,0.9835136767411469
0.2,14926,0.9788966576472504
0.2,14951,0.980401569502887
0.2,14976,0.9838461975611319
0.3,1,0.42882719195141966
0.3,26,0.8127138734675395
0.3,51,0.8135895642906471
0.3,76,0.7448348472884007
0.3,101,0.6569985338454277
0.3,126,0.5720691220018157
0.3,151,0.5777312595840565
0.3,176,0.575806247257478
0.3,201,0.6774889567559494
0.3,226,0.7370156081982359
0.3,251,0.8713794709824106
0.3,276,0.830037142765971
0.3,301,0.8111702308682619
0.3,326,0.8623022803272485
0.3,351,0.8669672646348855
0.3,376,0.9388334368896969
0.3,401,0.95610869390179
0.3,426,0.9721952586008127
0.3,451,0.949806963197446
0.3,476,0.9668123670383896
0.3,501,0.9573894793718244
0.3,526,0.9730329468573675
0.3,551,0.9582156054548022
0.3,576,0.96394015760531
0.3,601,0.9275915897679627
0.3,626,0.8968060942532893
0.3,651,0.8628864931920753
0.3,676,0.8372199059824974
0.3,701,0.8319152609471068
0.3,726,0.9040192516258974
0.3,751,0.9098226446529761
0.3,776,0.91336415913104
0.3,801,0.9406981816596013
0.3,826,0.9258055343852802
0.3,851,0.9040158878779929
0.3,876,0.8766463055885195
0.3,901,0.9107200125038728
0.3,926,0.9362990747590877
0.3,951,0.9143982655046752
0.3,976,0.9516458826997939
0.3,1001,0.966276343831169
0.3,1026,0.9194603000107625
0.3,1051,0.8775374107718127
0.3,1076,0.910206738044194
0.3,1101,0.9212180524397291
0.3,1126,0.8872455112190895
0.3,1151,0.8960359211499415
0.3,1176,0.9036758430783394
0.3,1201,0.9309642671398454
0.3,1226,0.953115097964075
0.3,1251,0.9510983896238924
0.3,1276,0.9574639904085048
0.3,1301,0.9433227643752139
0.3,1326,0.9304945770275864
0.3,1351,0.8928111292343095
0.3,1376,0.7387266619756265
0.3,1401,0.764009111061777
0.3,1426,0.7940491703377784
0.3,1451,0.7542084075016579
0.3,1476,0.7244199791705631
0.3,1501,0.727176583763995
0.3,1526,0.8821017407468045
0.3,1551,0.938084129045694
0.3,1576,0.9360980428925522
0.3,1601,0.9379975413642756
0.3,1626,0.9101875394018211
0.3,1651,0.9468658732120624
0.3,1676,0.9397576719694908
0.3,1701,0.930467517657958
0.3,1726,0.9361553197061037
0.3,1751,0.9282644552870183
0.3,1776,0.8967281993698482
0.3,1801,0.9213055702050592
0.3,1826,0.9287580857282806
0.3,1851,0.8892044858644294
0.3,1876,0.9107250525419532
0.3,1901,0.8525578387411722
0.3,1926,0.8159564968265548
0.3,1951,0.8083630291100191
0.3,1976,0.7835475100181091
0.3,2001,0.8485876033063371
0.3,2026,0.7497515187786772
0.3,2051,0.6647299260071332
0.3,2076,0.6968566780313602
0.3,2101,0.708897285491859
0.3,2126,0.8296552604724783
0.3,2151,0.8494346841816315
0.3,2176,0.8882148135931064
0.3,2201,0.9241786320090698
0.3,2226,0.9275043701069257
0.3,2251,0.9505536837607984
0.3,2276,0.9137414888898899
0.3,2301,0.8901144322246277
0.3,2326,0.9109001221265336
0.3,2351,0.9218285888246288
0.3,2376,0.9050950750821094
0.3,2401,0.8937598121661863
0.3,2426,0.8742715395512686
0.3,2451,0.8851505226894083
0.3,2476,0.890551092891666
0.3,2501,0.9093225671867071
0.3,2526,0.904710209846104
0.3,2551,0.8875332024784932
0.3,2576,0.8932740679346126
0.3,2601,0.8281742529023985
0.3,2626,0.8285974234870945
0.3,2651,0.8499555029508685
0.3,2676,0.8417496500749369
0.3,2701,0.85972189456593
0.3,2726,0.833285675057258
0.3,2751,0.8207595755599552
0.3,2776,0.8005262461220309
0.3,2801,0.7590363933400568
0.3,2826,0.7475339965436067
0.3,2851,0.6658083063369127
0.3,2876,0.6415284038893136
0.3,2901,0.6277795031076306
0.3,2926,0.6810438096184153
0.3,2951,0.7823160071457337
0.3,2976,0.9123312752386371
0.3,3001,0.9579483299558682
0.3,3026,0.9575035358505438
0.3,3051,0.958816404367693
0.3,3076,0.9523190970405231
0.3,3101,0.9652658923841099
0.3,3126,0.9605446247810822
0.3,3151,0.9501282149666953
0.3,3176,0.9691530193759885
0.3,3201,0.9647615490313247
0.3,3226,0.9511980876530256
0.3,3251,0.9430763591697061
0.3,3276,0.9192530613089388
0.3,3301,0.9109039152429904
0.3,3326,0.9270225429008114
0.3,3351,0.9180204359022645
0.3,3376,0.9365019054908358
0.3,3401,0.9449694844491945
0.3,3426,0.9548084963258995
0.3,3451,0.938119892857047
0.3,3476,0.9578115795423505
0.3,3501,0.9478138436647374
0.3,3526,0.9757287999631425
0.3,3551,0.9806036613667561
0.3,3576,0.9599616978252228
0.3,3601,0.9718204201169168
0.3,3626,0.9595524976187454
0.3,3651,0.960008275406212
0.3,3676,0.9693963277851813
0.3,3701,0.961815511075639
0.3,3726,0.9538205794158943
0.3,3751,0.9653247411149007
0.3,3776,0.9562715448139731
0.3,3801,0.9305138260423779
0.3,3826,0.9495433915091814
0.3,3851,0.9456123328265708
0.3,3876,0.9016873120235817
0.3,3901,0.8491892228927098
0.3,3926,0.8701342552009182
0.3,3951,0.8844696850720948
0.3,3976,0.8876451115912954
0.3,4001,0.8702388267462654
0.3,4026,0.8897624919721746
0.3,4051,0.8793101298043352
0.3,4076,0.9187127065164727
0.3,4101,0.9640192652998048
0.3,4126,0.9637718997464426
0.3,4151,0.9715620867737066
0.3,4176,0.9551823383691873
0.3,4201,0.9455607754821791
0.3,4226,0.9597589088187688
0.3,4251,0.958133012406153
0.3,4276,0.970660135529436
0.3,4301,0.9766023472607723
0.3,4326,0.9754756813709398
0.3,4351,0.9617733572192159
0.3,4376,0.9750791536600102
0.3,4401,0.9728173383274458
0.3,4426,0.9595739718422455
0.3,4451,0.941922133668555
0.3,4476,0.9449365176413382
0.3,4501,0.9263869147787439
0.3,4526,0.9421923952005192
0.3,4551,0.9320693465716337
0.3,4576,0.9414157942874989
0.3,4601,0.9417725497318787
0.3,4626,0.9559481932029997
0.3,4651,0.9590857536063179
0.3,4676,0.9429320195014781
0.3,4701,0.934611604291438
0.3,4726,0.9185832468051637
0.3,4751,0.8960930983266792
0.3,4776,0.8969554774954394
0.3,4801,0.9431588364437368
0.3,4826,0.934374574653501
0.3,4851,0.9553989950538557
0.3,4876,0.9601196293547929
0.3,4901,0.9459440414610778
0.3,4926,0.9723964191180499
0.3,4951,0.9582952762405283
0.3,4976,0.9372499238072063
0.3,5001,0.9672692330893559
0.3,5026,0.9558490256610879
0.3,5051,0.9356490208735921
0.3,5076,0.8809087930660525
0.3,5101,0.8711897133841828
0.3,5126,0.8597571016038854
0.3,5151,0.8793913814858417
0.3,5176,0.9163493482866784
0.3,5201,0.9027060145962298
0.3,5226,0.8842067988362102
0.3,5251,0.857505647671615
0.3,5276,0.856507738228138
0.3,5301,0.8758748067344009
0.3,5326,0.915500631568197
0.3,5351,0.9028973628138641
0.3,5376,0.9319825733539802
0.3,5401,0.9244312810546237
0.3,5426,0.9227096902436024
0.3,5451,0.930118796985947
0.3,5476,0.9078477248239225
0.3,5501,0.8487549870693393
0.3,5526,0.8477923268773365
0.3,5551,0.8273365056771452
0.3,5576,0.8914049354263563
0.3,5601,0.918860558667084
0.3,5626,0.9327742227860106
0.3,5651,0.9323510397151015
0.3,5676,0.9348678534401964
0.3,5701,0.9667250669952444
0.3,5726,0.9650572121520954
0.3,5751,0.9659014916641115
0.3,5776,0.962699770898789
0.3,5801,0.9599511839937102
0.3,5826,0.9550364482947127
0.3,5851,0.9380553898121217
0.3,5876,0.960660103041756
0.3,5901,0.9417414351761059
0.3,5926,0.9567232472872566
0.3,5951,0.9588649729421317
0.3,5976,0.9733041470698837
0.3,6001,0.9751113351813764
0.3,6026,0.9592397594111066
0.3,6051,0.9657218086368446
0.3,6076,0.9635384028969722
0.3,6101,0.9527109067712081
0.3,6126,0.9119340307488926
0.3,6151,0.9365093275590362
0.3,6176,0.9258097209394329
0.3,6201,0.9639673279245062
0.3,6226,0.959121536315647
0.3,6251,0.9246290926718149
0.3,6276,0.8730826301947704
0.3,6301,0.894521041249459
0.3,6326,0.8494899771959896
0.3,6351,0.7998226827106111
0.3,6376,0.7369113470118759
0.3,6401,0.6828629005713963
0.3,6426,0.5571898011429545
0.3,6451,0.5372150523413377
0.3,6476,0.5230813575961131
0.3,6501,0.7220852327800079
0.3,6526,0.8588396503632181
0.3,6551,0.8955630420059864
0.3,6576,0.9140105500313181
0.3,6601,0.9288128123754202
0.3,6626,0.9662325913063822
0.3,6651,0.9337336080382358
0.3,6676,0.9392212009230562
0.3,6701,0.96081950114229
0.3,6726,0.965147776104569
0.3,6751,0.9714222366399173
0.3,6776,0.9571856133799147
0.3,6801,0.9679033400131901
0.3,6826,0.977430400689826
0.3,6851,0.9702440768828345
0.3,6876,0.9040159653961999
0.3,6901,0.9279494985729452
0.3,6926,0.9541312650380073
0.3,6951,0.9505398649114131
0.3,6976,0.9373301862820197
0.3,7001,0.9558753511622271
0.3,7026,0.9427119288817701
0.3,7051,0.9569863882329036
0.3,7076,0.9467026886780626
0.3,7101,0.9392335367679744
0.3,7126,0.9478464116767913
0.3,7151,0.9331222223485693
0.3,7176,0.9373775601977472
0.3,7201,0.9338310041371989
0.3,7226,0.9187398100032673
0.3,7251,0.8903596911326943
0.3,7276,0.8718181702519551
0.3,7301,0.8806573615488543
0.3,7326,0.8903801896563804
0.3,7351,0.9347812566706755
0.3,7376,0.9432981193053802
0.3,7401,0.9541581467066531
0.3,7426,0.9459899554830203
0.3,7451,0.9400550111652509
0.3,7476,0.9669840750244012
0.3,7501,0.9755649828572119
0.3,7526,0.9690210416636668
0.3,7551,0.9541147128601177
0.3,7576,0.9730844040107056
0.3,7601,0.9483707750983682
0.3,7626,0.9654869479915783
0.3,7651,0.9482647079543659
0.3,7676,0.9676666249027711
0.3,7701,0.9599298968647735
0.3,7726,0.9439885599919509
0.3,7751,0.9661392865328532
0.3,7776,0.9627182211048954
0.3,7801,0.9084977584169053
0.3,7826,0.9672594370425566
0.3,7851,0.9654553134547403
0.3,7876,0.9558935964795644
0.3,7901,0.9627129138768326
0.3,7926,0.970179643508921
0.3,7951,0.9431804518551817
0.3,7976,0.9545595783076883
0.3,8001,0.9362613072411762
0.3,8026,0.8553274222390916
0.3,8051,0.9378953997254489
0.3,8076,0.9580240426479977
0.3,8101,0.9545635957410935
0.3,8126,0.9650951074749863
0.3,8151,0.9494080556173975
0.3,8176,0.9579011139305227
0.3,8201,0.9568405702784264
0.3,8226,0.9530426323631395
0.3,8251,0.9251213455108426
0.3,8276,0.9657795810957744
0.3,8301,0.9653634160935292
0.3,8326,0.8881841731667491
0.3,8351,0.9484697006656609
0.3,8376,0.9162430257587804
0.3,8401,0.8879632299036803
0.3,8426,0.9307678942148574
0.3,8451,0.9406865190216491
0.3,8476,0.9643438121413888
0.3,8501,0.9612267919778701
0.3,8526,0.9184706737419156
0.3,8551,0.927500799500657
0.3,8576,0.9051058106106704
0.3,8601,0.9390041378719365
0.3,8626,0.9540247512453546
0.3,8651,0.9477193474451151
0.3,8676,0.9444849281676896
0.3,8701,0.9493314692996839
0.3,8726,0.9367497650354767
0.3,8751,0.9369003417066722
0.3,8776,0.9477117049212171
0.3,8801,0.9472161064948694
0.3,8826,0.9526235465498739
0.3,8851,0.9663417265109275
0.3,8876,0.9380928076928229
0.3,8901,0.9576404078185045
0.3,8926,0.9552262670995657
0.3,8951,0.9400879165050828
0.3,8976,0.9405151549872492
0.3,9001,0.9413488419678264
0.3,9026,0.9057045143391527
0.3,9051,0.8924451609258301
0.3,9076,0.921919648512379
0.3,9101,0.951526458952916
0.3,9126,0.954305294954082
0.3,9151,0.9646371842920597
0.3,9176,0.9616667053327395
0.3,9201,0.9640176827276081
0.3,9226,0.9686620182617998
0.3,9251,0.9747622544850105
0.3,9276,0.9520480811226802
0.3,9301,0.9244391107403498
0.3,9326,0.9382491063978233
0.3,9351,0.9212547868665328
0.3,9376,0.8954067473940008
0.3,9401,0.883970489303602
0.3,9426,0.8931072545822307
0.3,9451,0.8649621335570365
0.3,9476,0.8865017420897155
0.3,9501,0.9049019341076748
0.3,9526,0.9211282327969476
0.3,9551,0.9444253675712105
0.3,9576,0.9379061565666348
0.3,9601,0.9617769455085244
0.3,9626,0.9617748765010335
0.3,9651,0.9457552621669494
0.3,9676,0.9669149498429226
0.3,9701,0.9667894679844513
0.3,9726,0.9643104016445525
0.3,9751,0.9726604022517845
0.3,9776,0.968029813369405
0.3,9801,0.9421836065781942
0.3,9826,0.9080801289875846
0.3,9851,0.9464534479486146
0.3,9876,0.8903410759751081
0.3,9901,0.9387225490332214
0.3,9926,0.9421642719888701
0.3,9951,0.9643289281884265
0.3,9976,0.9489559510244499
0.3,10001,0.9528441081541758
0.3,10026,0.9544439367183772
0.3,10051,0.9624516858152056
0.3,10076,0.9518270466029637
0.3,10101,0.9439311250648946
0.3,10126,0.9223726446725649
0.3,10151,0.9209980652687996
0.3,10176,0.9019660655961933
0.3,10201,0.9165872090789884
0.3,10226,0.9186073893582001
0.3,10251,0.8539827053696009
0.3,10276,0.8983328202279415
0.3,10301,0.8832965317939215
0.3,10326,0.8998067893844158
0.3,10351,0.889770132339702
0.3,10376,0.8780427272290495
0.3,10401,0.8312399010702647
0.3,10426,0.7592227735957382
0.3,10451,0.8350176518323689
0.3,10476,0.869257687268801
0.3,10501,0.9120217802051024
0.3,10526,0.8999892047081999
0.3,10551,0.933864688653263
0.3,10576,0.9251156900063195
0.3,10601,0.9652040671780212
0.3,10626,0.9699447763603726
0.3,10651,0.9501167443813682
0.3,10676,0.9201581972735845
0.3,10701,0.9010237066518428
0.3,10726,0.7790117644198054
0.3,10751,0.7161180152610404
0.3,10776,0.6580539209668651
0.3,10801,0.6680705653457977
0.3,10826,0.6484141118026362
0.3,10851,0.6208641859098618
0.3,10876,0.5955570911014071
0.3,10901,0.6893648925860336
0.3,10926,0.8371987997559361
0.3,10951,0.8291575822113842
0.3,10976,0.9213581308164779
0.3,11001,0.9619807024314186
0.3,11026,0.9366594264400108
0.3,11051,0.9291952926495657
0.3,11076,0.9323582891232546
0.3,11101,0.9179064977914744
0.3,11126,0.9490765822156905
0.3,11151,0.9615152801958936
0.3,11176,0.9602476916909367
0.3,11201,0.9191327984643212
0.3,11226,0.9282802015873028
0.3,11251,0.8998434724704042
0.3,11276,0.8939326632408526
0.3,11301,0.9086397064402697
0.3,11326,0.8885765599769735
0.3,11351,0.8548666615324214
0.3,11376,0.8858271799169111
0.3,11401,0.9244865825555505
0.3,11426,0.9061107639056111
0.3,11451,0.9327635840357145
0.3,11476,0.9140388860367491
0.3,11501,0.9402205349816214
0.3,11526,0.9149855987724778
0.3,11551,0.9022175638530183
0.3,11576,0.891450496593568
0.3,11601,0.9362052492528979
0.3,11626,0.937018805244493
0.3,11651,0.9311233651248256
0.3,11676,0.9303966226625442
0.3,11701,0.9262551039200381
0.3,11726,0.8968237260045415
0.3,11751,0.886054477155351
0.3,11776,0.9001666903859749
0.3,11801,0.8985570905904465
0.3,11826,0.9333102430939798
0.3,11851,0.8906563253689798
0.3,11876,0.9207708605328316
0.3,11901,0.925598548766063
0.3,11926,0.8752239832610713
0.3,11951,0.8550164625008699
0.3,11976,0.8033518000813968
0.3,12001,0.8636999914686816
0.3,12026,0.8574719581094066
0.3,12051,0.9029184746074987
0.3,12076,0.9331068350799794
0.3,12101,0.9617853170152176
0.3,12126,0.9560744304515364
0.3,12151,0.911926862315816
0.3,12176,0.8682282059567799
0.3,12201,0.899780599347201
0.3,12226,0.8743574438561108
0.3,12251,0.8054634843334003
0.3,12276,0.7066303730084842
0.3,12301,0.6452608310835849
0.3,12326,0.6855440074454291
0.3,12351,0.7740172470457864
0.3,12376,0.7946526226285477
0.3,12401,0.8990557916238374
0.3,12426,0.9240307111793697
0.3,12451,0.9549359517379296
0.3,12476,0.9366720337638048
0.3,12501,0.9615272804482367
0.3,12526,0.9616667185526575
0.3,12551,0.9584384845130272
0.3,12576,0.9655514246546046
0.3,12601,0.9698543733363366
0.3,12626,0.9688731607564348
0.3,12651,0.9310708909112658
0.3,12676,0.9297254946089973
0.3,12701,0.9084675789362741
0.3,12726,0.9324745981066624
0.3,12751,0.9514006665574903
0.3,12776,0.9568721481234381
0.3,12801,0.9733070830094382
0.3,12826,0.9566423281632083
0.3,12851,0.9439369831614249
0.3,12876,0.940599952195536
0.3,12901,0.9191101425397021
0.3,12926,0.9241600438899216
0.3,12951,0.946879215613669
0.3,12976,0.9291272520612546
0.3,13001,0.9547501946505167
0.3,13026,0.9557990602367962
0.3,13051,0.9617639172542344
0.3,13076,0.9272830535942358
0.3,13101,0.9354787388199308
0.3,13126,0.9221367236840741
0.3,13151,0.9535302900194589
0.3,13176,0.9345226452222521
0.3,13201,0.9279035858684829
0.3,13226,0.927186567346538
0.3,13251,0.953441385053223
0.3,13276,0.9485644082219123
0.3,13301,0.9215064672880574
0.3,13326,0.8961918891714864
0.3,13351,0.9267722351034594
0.3,13376,0.9412480616466028
0.3,13401,0.9110748451480911
0.3,13426,0.873451517660897
0.3,13451,0.8843734963616138
0.3,13476,0.9520690806476384
0.3,13501,0.9362162147769533
0.3,13526,0.9510954289617126
0.3,13551,0.9168582273769208
0.3,13576,0.9134170091125959
0.3,13601,0.8811591836475365
0.3,13626,0.947645612547476
0.3,13651,0.9210102987667523
0.3,13676,0.9163802941776474
0.3,13701,0.907024322200559
0.3,13726,0.8787647444607048
0.3,13751,0.89126171431244
0.3,13776,0.8502658664599861
0.3,13801,0.902857106728034
0.3,13826,0.9301810828909308
0.3,13851,0.9259675779462113
0.3,13876,0.9485742546738642
0.3,13901,0.9547918448380267
0.3,13926,0.9520325756750104
0.3,13951,0.9401941918173612
0.3,13976,0.917060617361104
0.3,14001,0.9411096306497292
0.3,14026,0.9190259928055665
0.3,14051,0.846599138250572
0.3,14076,0.8855870534566663
0.3,14101,0.9499558945105591
