noise,sigma_at_phi_090,bootstrap_lo,bootstrap_hi,bracketed_bootstraps,bootstrap_count
0.3,0.3577838398844765,0.35431782334473333,0.3617850600321997,2000,2000
0.5,0.32327150519668174,0.3176430593170092,0.32844567610869224,2000,2000
0.7,0.27887348583907834,0.2731909399642623,0.2835011867363698,2000,2000
