N,sigma_std,noise,seed,phi,phi2,phi4,ar1,drift,real_std
200,0.125,0.5,9,0.9674760036149052,0.9362977748160983,0.8776895901662288,0.9820147941620807,0.000170831568879537,0.13521592081123213
200,0.125,0.5,10,0.9710377211644198,0.9431357144548307,0.8903063776876122,0.9804883275843915,0.0016418182889905708,0.12462753411093307
200,0.125,0.5,11,0.9715675191888211,0.9441493038175484,0.8921622135312056,0.9801149290577988,1.470699056549396e-5,0.13996618852402895
200,0.125,0.5,12,0.9722926476357013,0.9455138349731483,0.894584215224241,0.9747308890759947,0.0007799148156103497,0.13332832362115615
200,0.125,0.5,13,0.9747579910084383,0.9503482409453529,0.9038418190350218,0.9819482022702064,0.0018103963402679168,0.12394272974821892
200,0.125,0.5,14,0.974313690201594,0.9494836458202462,0.9022248196193845,0.9814770421159955,0.0007346984728442418,0.12495602240481421
200,0.125,0.5,15,0.9727074214913486,0.9462868404220562,0.8959297164674567,0.9674011528946381,0.0011024161598310878,0.12576382016711266
200,0.125,0.5,16,0.9736449253949315,0.9481390565022775,0.8995295227910785,0.9754563015153916,0.00025471133146992564,0.13209799111811923
200,0.15,0.5,1,0.9725058846977032,0.9459820849120749,0.8956487040994054,0.9815414172457284,0.007636716447965597,0.15041939611825836
200,0.15,0.5,2,0.9698652173298619,0.9408422715923036,0.885924812634714,0.9765766412864434,0.004140150843202961,0.1429140009396987
200,0.15,0.5,3,0.9689668155026248,0.9391173284463264,0.8827438577354615,0.9775809300188693,0.00032106815361754304,0.15709766207661038
200,0.15,0.5,4,0.9705433997545911,0.9422053100250266,0.8886565050626593,0.9819148386559925,0.001733799899605537,0.1558654341840704
200,0.15,0.5,5,0.971718497006789,0.944439934720129,0.8927106775942258,0.9792898654064964,0.0023693307140257858,0.1422520703096671
200,0.15,0.5,6,0.9726675218091517,0.9462166135225121,0.8958197871730655,0.96909745382011,0.00042896499319200476,0.15090168400960158
200,0.15,0.5,7,0.9753582797390771,0.9515045331703932,0.9060032855306581,0.9809607649865331,0.0034742112562387018,0.15159702275637402
200,0.15,0.5,8,0.9728375289684247,0.94658743871654,0.8966661287697676,0.9775001574975113,0.002757447407571334,0.137853634870145
200,0.15,0.5,9,0.9696553545203321,0.9405848998316658,0.8859140362788661,0.9864613202986168,4.840388040483479e-5,0.1510876178395373
200,0.15,0.5,10,0.9756347814795403,0.9520027536408834,0.906822178241475,0.9773312295080837,0.006321737916408665,0.14116916314959446
200,0.15,0.5,11,0.9710182992818484,0.9430529094883152,0.8899855068174709,0.9759185945005124,0.0016940333746178204,0.17034279620634546
200,0.15,0.5,12,0.9736730222703336,0.948209748806252,0.8997249198087495,0.9780577357213364,0.003517923122025035,0.14834220797861164
200,0.15,0.5,13,0.9726750541683661,0.9463517112453945,0.896488095673237,0.9846767278227284,0.003286051866928652,0.15428778291216064
200,0.15,0.5,14,0.9764016615628605,0.9534694514812417,0.909509537750989,0.9715145872349706,0.0043152185687794775,0.1515716947228015
200,0.15,0.5,15,0.9704895222686272,0.9420642207002031,0.8882635800843034,0.978477037572413,0.0021687317610246115,0.15071176788260388
200,0.15,0.5,16,0.9700405258331175,0.9411571837697583,0.8864323991795929,0.9736083041046878,0.001738786917912516,0.15136452863507757
200,0.175,0.5,1,0.9714943381503292,0.9439999031272096,0.8918534549661891,0.9784224861256473,0.001976131339419429,0.1750389454676116
200,0.175,0.5,2,0.9683451655281242,0.9380501023945453,0.8811485806758083,0.9859257176015443,0.0017650286210306732,0.17471124259482126
200,0.175,0.5,3,0.9706221191624794,0.9423435005646287,0.8888637158956988,0.9818107184476674,0.00042279339411033234,0.18468397256202423
200,0.175,0.5,4,0.9692388132988544,0.9396939808721653,0.8839980025206337,0.9821068153506751,0.00021316823514383465,0.17801288139783197
200,0.175,0.5,5,0.9702188861699793,0.9416141496079469,0.8876738002166014,0.9841731291403941,0.004116408842479435,0.1690384996461306
200,0.175,0.5,6,0.9714351339800953,0.9438609897822553,0.8915097073009525,0.9745753848687895,0.00012054877989298163,0.17193360896323473
200,0.175,0.5,7,0.9721101990655068,0.9453536432491885,0.8949586811805355,0.9884002912461445,0.006742484252386882,0.17211317841652843
200,0.175,0.5,8,0.9733310596530433,0.9475333202850664,0.8984055612137094,0.9747117759605465,0.0009780131799099756,0.16260282181336125
200,0.175,0.5,9,0.9735530562035445,0.9479783625362721,0.8992890800055618,0.9771820434638198,0.0027004451328770385,0.17842439959372516
200,0.175,0.5,10,0.9704395453244616,0.9419487266023844,0.887985095980627,0.9769481606384189,0.0012608525541079052,0.16689680468936807
200,0.175,0.5,11,0.9696679648642392,0.9405257040843559,0.8855461629820315,0.9836638148825967,0.00029875084904307236,0.1923293472934085
200,0.175,0.5,12,0.9722895110776976,0.9455793352149602,0.8949608548964516,0.9819943504243808,0.008144094801604607,0.1546275433774724
200,0.175,0.5,13,0.969555437386562,0.9402925393862138,0.8850721040114775,0.9810747021964498,0.0022352939536518512,0.18096336812191852
200,0.175,0.5,14,0.9697155033498268,0.9405426770233426,0.885328769882942,0.9766477677665965,0.003675971777381992,0.17075062964717422
200,0.175,0.5,15,0.9708760127197406,0.942900246136685,0.890123649830918,0.9850790620180743,0.00032872917361814746,0.17939726920357804
200,0.175,0.5,16,0.9709038916242949,0.9429176326920627,0.8900368743036179,0.9836162163233226,0.006679328182692901,0.17359351911864265
200,0.2,0.5,1,0.9676560079261504,0.9367163915358797,0.8787017959670584,0.9860670362388866,0.003288462507753165,0.19708403939373292
200,0.2,0.5,2,0.9665418067191789,0.934489744529454,0.8743096179343791,0.9821084112370287,0.0007605204684054678,0.1985204503723125
200,0.2,0.5,3,0.9618037455502488,0.9254164633290233,0.8576480030528022,0.9823691213759735,0.0053516635036173765,0.21410886758677852
200,0.2,0.5,4,0.9670963331101801,0.9356975195360621,0.8770171608526671,0.9882573110305181,0.017121641920708197,0.20744941231281389
200,0.2,0.5,5,0.9655830072674888,0.9326989807323027,0.8711537741894656,0.9849931783105113,0.009179778270686278,0.21199682237775527
200,0.2,0.5,6,0.9686443346661068,0.9386202677451307,0.8822418870260428,0.9858614263984766,0.009862016350512093,0.20464036714375516
200,0.2,0.5,7,0.9664696149903582,0.9343366684849287,0.8739727415059039,0.9812742633637503,0.0002999172394516636,0.20540723292885388
200,0.2,0.5,8,0.9664853042520953,0.9343199234708888,0.8737737609612728,0.9757544714974268,0.003120591704737885,0.2009854979501316
200,0.2,0.5,9,0.9688793564092611,0.939011589350073,0.8827631102621606,0.9840047871797017,0.0019199224177226526,0.20910530274100658
200,0.2,0.5,10,0.9667442031593204,0.9350082043409514,0.8757098948350478,0.9882287210310235,0.0014396432611335497,0.1873361581021846
200,0.2,0.5,11,0.9675739526573587,0.9364500987605794,0.8778469131079961,0.9799280269013197,0.007428160191679911,0.21006906362517652
200,0.2,0.5,12,0.9705121410300002,0.9421315825991434,0.8884684729617822,0.9808219826259015,0.0037591007363901863,0.179434884926099
200,0.2,0.5,13,0.9644281156992481,0.9306429492606924,0.8678980194745167,0.9892624150236692,0.003543735278412119,0.20339998754391445
200,0.2,0.5,14,0.9644551941101079,0.9307158914582869,0.8680858251825353,0.9893874212881091,0.008401563564905179,0.19558527329610945
200,0.2,0.5,15,0.970395240672573,0.9419015548096,0.8880285972882411,0.9807797357263308,0.010674382636456148,0.21023895477113566
200,0.2,0.5,16,0.9714180361823548,0.9438437557684345,0.8915359749451011,0.9786646303257499,0.0005219753052897458,0.20306416831029728
200,0.225,0.5,1,0.9690114859250866,0.9392460843479373,0.883119872502868,0.982372618181412,0.0050203006834282915,0.22319062356710306
200,0.225,0.5,2,0.9674929949769084,0.936271861243411,0.8774358684563897,0.9779934938888529,0.007324816328783679,0.21825936516858205
200,0.225,0.5,3,0.9665152386976527,0.9345807917764387,0.8749504882063429,0.9872945298697191,0.0008034249134949434,0.20546816371558668
200,0.225,0.5,4,0.962993401300384,0.9279033546001104,0.8628896517806938,0.9892125365082546,0.0004162426766392002,0.22932263264423328
200,0.225,0.5,5,0.9650345843407091,0.9315888524201215,0.8689256297385806,0.9815580195659702,0.0014250915381349705,0.22149406128580557
200,0.225,0.5,6,0.963507236833276,0.9286786364202587,0.8636316645292195,0.9825402451187385,0.005684999990741901,0.23687566093374424
200,0.225,0.5,7,0.9630357218331755,0.9279157431311574,0.8626983161366953,0.9875748258560065,0.004179922091187671,0.22621021583768844
200,0.225,0.5,8,0.9704224980519539,0.9419261309509382,0.8879714048717436,0.9784991655709567,0.002815538045732313,0.2135988490705488
200,0.225,0.5,9,0.9558306274877588,0.9144260830852352,0.8388933285410396,0.9905142263027193,0.0025450463978735627,0.22824156291304318
200,0.225,0.5,10,0.9647322391247126,0.9311053958102014,0.8683509590485794,0.9869754785561441,0.010233587220398466,0.2333899162340622
200,0.225,0.5,11,0.9628335355982068,0.9275079612589864,0.8618612120649864,0.9872661946707719,0.0016466082337672772,0.23830813918588872
200,0.225,0.5,12,0.9632363862647402,0.9283434941891412,0.8636271274458959,0.9890868054397648,0.004716731022772147,0.22650643283863758
200,0.225,0.5,13,0.9529057471761442,0.909785387714447,0.8327870315973822,0.995869184171572,0.01600575104451818,0.24039831203077064
200,0.225,0.5,14,0.9634409005169923,0.9286792935405177,0.8640720773951484,0.9869333675497853,0.0008378105023908455,0.19586358993663044
200,0.225,0.5,15,0.9580893340006542,0.9186362704605777,0.8462945126145262,0.9902333707420109,0.0028669403968092366,0.22265238685713368
200,0.225,0.5,16,0.9664733694386336,0.9343635795440282,0.8740782754455056,0.982622009462877,0.0055862303671901925,0.22486803922679255
200,0.25,0.5,1,0.960889136907198,0.9238336634062227,0.8552944057565625,0.9888179885923291,0.010815202532194257,0.24733465869683485
200,0.25,0.5,2,0.960033280169381,0.9222589603087196,0.8526138709517552,0.989754806818342,0.012952642844038409,0.25079630937531866
200,0.25,0.5,3,0.9675116320987086,0.9363777282472323,0.8778658311398642,0.9837178347707808,0.002439742313067872,0.23331168243499664
200,0.25,0.5,4,0.9525955439446303,0.9084104316929704,0.8284502380989346,0.9930264059690844,0.0047561090291222685,0.2695790380792475
200,0.25,0.5,5,0.9554840570884031,0.913898446779534,0.838351006504444,0.9926641720348366,0.013775797666351175,0.24717913850789958
200,0.25,0.5,6,0.954983997641208,0.9131549345226274,0.8375507472383088,0.9943611742375115,0.0070001263820340665,0.26173147212787595
200,0.25,0.5,7,0.944037528608562,0.8935012451779539,0.805079244725181,0.9957184678373964,0.005026790834684602,0.24620350354785922
200,0.25,0.5,8,0.9636341979441695,0.9289756877539137,0.8643684744285676,0.9852839037232998,0.0014562563760306402,0.23988419867939376
200,0.25,0.5,9,0.9603238710886348,0.9227716766067053,0.8533713598939535,0.9884984570335787,0.004104505025567917,0.26372350124485217
200,0.25,0.5,10,0.9620726829247859,0.9262816690987383,0.8603155360191237,0.9917316833124435,0.0037307350551396556,0.25158480606734995
200,0.25,0.5,11,0.9532671429634607,0.9097934930465744,0.8311246898295663,0.9931831648838554,0.0006234989919614575,0.2637781648050642
200,0.25,0.5,12,0.9684601026118372,0.9381532631033198,0.8809924033729798,0.9821216534725322,5.893469900075665e-5,0.2479220619996353
200,0.25,0.5,13,0.9385374458108702,0.8827918289361049,0.7851609036836708,0.9954709043651058,0.003741308673590127,0.271991555527013
200,0.25,0.5,14,0.9628913118796357,0.9279302055227825,0.8636677872417565,0.9926389106332059,0.007024534680204586,0.22618114678370008
200,0.25,0.5,15,0.9639504118312243,0.9296178120274857,0.8656395471729893,0.9867649960892726,0.00026792322861146634,0.23372985226186155
200,0.25,0.5,16,0.9415815029076097,0.8884085277901151,0.7950155241722714,0.9948644410793737,0.002314930376063007,0.24795848657472028
200,0.275,0.5,1,0.9355766554030389,0.8777654614083984,0.7777454876844377,0.9963538423462032,0.0040945832045546915,0.2693201903862071
200,0.275,0.5,2,0.9389072625263812,0.883089194349352,0.7848635580921102,0.994337079736862,0.0012659949433772022,0.2882501218880201
200,0.275,0.5,3,0.9464032785001131,0.8975867837999516,0.8115824038983663,0.9954452367928217,0.005875225146928398,0.25034186470150044
200,0.275,0.5,4,0.9385916934213335,0.8827462731657543,0.7848771489397894,0.9941872121338896,0.00783601060349226,0.29004237715912473
200,0.275,0.5,5,0.950336791931151,0.9044048309428523,0.8220418883172792,0.9940285950897021,0.012605544681187686,0.2692524524116475
200,0.275,0.5,6,0.9528469162499293,0.9086770984218965,0.8281988150120607,0.9909389808293129,0.008367551910111959,0.28818357487006596
200,0.275,0.5,7,0.9597114709954668,0.9216827590287666,0.8516796837696679,0.9899586085341759,0.007213491468342492,0.268738619212553
200,0.275,0.5,8,0.9357464731684797,0.8778853288713508,0.7774954598874582,0.9954799692830621,0.004500174843341642,0.2846327916859628
200,0.275,0.5,9,0.9466356893557455,0.896990470214579,0.8075373835041947,0.9895786554629793,0.001409752542819831,0.29943888494060705
200,0.275,0.5,10,0.9566530465801627,0.9159632209662404,0.8416557933788398,0.9926005508623843,0.005618436257477155,0.2680961594519678
200,0.275,0.5,11,0.9310790697101078,0.8692594999292691,0.762562302983577,0.9958260949202831,0.005014494626112365,0.2864970053397596
200,0.275,0.5,12,0.9248507934478822,0.8602829571941576,0.7533136073122905,0.9976077724332364,0.00611898568843805,0.2795913231378603
200,0.275,0.5,13,0.9527266616782112,0.9089593401305645,0.8302267056939184,0.9943899132169851,0.009117531616442798,0.26336620744221007
200,0.275,0.5,14,0.9366426261262354,0.8798387488409161,0.7816611248681067,0.9962642797108497,0.0008652720431503447,0.27590515156071094
200,0.275,0.5,15,0.9459317132316221,0.8963101380866184,0.8082582666030352,0.9937992713378506,0.008943987431789147,0.24476018737752028
200,0.275,0.5,16,0.9370028981493701,0.8811179469554489,0.7852895947098204,0.9968723399366516,0.019309078607774643,0.26903702402735113
200,0.3,0.5,1,0.9352192841629366,0.8779356962106344,0.7796744622248559,0.99716329141374,0.0010929940532076188,0.27877478105759423
200,0.3,0.5,2,0.9323889064407304,0.8711414632491178,0.7645262638968022,0.9944627366088505,0.008991564675070896,0.30257423347304374
200,0.3,0.5,3,0.9257567770401587,0.8596944580206786,0.7467249117007315,0.9958559961194016,0.006922936861257445,0.31107999016914156
200,0.3,0.5,4,0.8887802540884355,0.7944587917296081,0.643510439778662,0.9970655785139672,0.014775390749257156,0.33204650190969615
200,0.3,0.5,5,0.9362102782711583,0.8796643109319104,0.782199113346073,0.9966307535908198,0.025407995956820417,0.2920227374454144
200,0.3,0.5,6,0.906338598306478,0.8253325523864121,0.6923954940183278,0.9972279764325921,0.00905190762440089,0.31715693762085484
200,0.3,0.5,7,0.9231025228955814,0.8556211147998005,0.741726675848959,0.9968374263726728,0.016084721321542816,0.29274134646217886
200,0.3,0.5,8,0.921437700118489,0.8534305486610348,0.7402326834094718,0.9970488916808486,0.03237120378802316,0.2965326782869415
200,0.3,0.5,9,0.9578641034123612,0.9184887689685581,0.846878163696904,0.9935169615410154,0.0003997240644424416,0.254514184330292
200,0.3,0.5,10,0.9179186521562173,0.8456525433611327,0.7243124844252145,0.9956107353202374,0.026396779197005116,0.2889262322285497
200,0.3,0.5,11,0.9517063744926554,0.9066238952742013,0.8249471550989212,0.9927603543116418,0.011441903997506886,0.28041273729316774
200,0.3,0.5,12,0.9170695261757513,0.8484322987797212,0.7346516856945756,0.9985149143449829,0.02751273158823131,0.3169371227324112
200,0.3,0.5,13,0.9466175561667114,0.897654143304694,0.8108484525666875,0.9949443055282524,0.008094236345036698,0.2873312743866317
200,0.3,0.5,14,0.9412278638114127,0.8870789135164414,0.7908065222150786,0.9930527172120994,0.013495787419089522,0.30682272701504065
200,0.3,0.5,15,0.9257676611998329,0.8606474044068269,0.7510468046792285,0.9970751941567985,0.0020481784661572355,0.29204043418044945
200,0.3,0.5,16,0.9362720834686559,0.8781433155300001,0.7759419143643554,0.9947632727870941,0.008650396294509477,0.30748698862289575
200,0.325,0.5,1,0.8826990789306793,0.7864992905247682,0.6352762273748696,0.9979340446303828,0.041282113786117236,0.34269263032664415
200,0.325,0.5,2,0.9265471652233976,0.8613598243269777,0.7500724666494705,0.9963237370147675,0.028978014939756824,0.32165169389297976
200,0.325,0.5,3,0.8875338015982732,0.7924294102673349,0.6401711710232532,0.9968985317916763,0.009702402379193509,0.34832081342185467
200,0.325,0.5,4,0.8812853597158643,0.7820120328794791,0.6253895527376757,0.9971701068934542,0.010549499834449971,0.3240562968815539
200,0.325,0.5,5,0.8933383256330544,0.8038306905547655,0.660956081230058,0.9971338473372661,0.01168411048894158,0.31723912376939195
200,0.325,0.5,6,0.9043311586013176,0.8225929609701914,0.6890826565679549,0.9973404423605848,0.03590817660240897,0.3237508030253882
200,0.325,0.5,7,0.8764460692084618,0.7765522030223169,0.6222598025347252,0.9980358179198571,0.006201693967719302,0.31454052943320404
200,0.325,0.5,8,0.8672630354576631,0.764408911540231,0.610933762040259,0.9984748681814704,0.014289547920667056,0.3113358644781985
200,0.325,0.5,9,0.9179954777718862,0.8466254435089359,0.7276768575842876,0.9965087266500778,0.02320651427345488,0.28224604865891306
200,0.325,0.5,10,0.8895108628661712,0.7959447580998429,0.6460931219050042,0.9968582908016957,0.001076103821283536,0.31748702242564086
200,0.325,0.5,11,0.9277286936576131,0.8635554396380907,0.7539210645095942,0.9959760213594484,0.01332624775654534,0.29196004590151625
200,0.325,0.5,12,0.8782440567248697,0.7793858367504336,0.6253882855658864,0.9977887818133361,0.061887674504528145,0.324755317680914
200,0.325,0.5,13,0.9017861122383838,0.8172122933682966,0.6792841399806815,0.9959552305350413,0.011066167430745621,0.31078536010655544
200,0.325,0.5,14,0.8835404574588461,0.786595545618684,0.6312309998469614,0.9978503912870262,0.04800517545739691,0.34734378525483534
200,0.325,0.5,15,0.8586763087723299,0.7520389332050621,0.5970370007089496,0.9986355342589615,0.01989213321621397,0.31078905360477965
200,0.325,0.5,16,0.8979312153665818,0.8112823874999538,0.6718648064298908,0.9971545213297479,0.003171327933512602,0.32381614802508113
200,0.35,0.5,1,0.8633048750873924,0.759295716289651,0.6029321250449191,0.9985798310472215,0.021058408901886372,0.3330459146328067
200,0.35,0.5,2,0.8439481374937211,0.7191999518825308,0.534094366259154,0.9978410890060406,0.0057206064033178405,0.36352064126131917
200,0.35,0.5,3,0.8446011304018224,0.7219108571804499,0.5396261310117952,0.9976743380277974,0.02357352239866517,0.36468450542947356
200,0.35,0.5,4,0.8806251297109622,0.7813348623647516,0.6249411599960836,0.9974254679105805,0.0018301524908940214,0.33023679657521815
200,0.35,0.5,5,0.8177175253216387,0.6801121392419135,0.48733652409458283,0.9978160728423321,0.01818679357357944,0.35400348303424417
200,0.35,0.5,6,0.8526260195996691,0.7395599053660761,0.5706568707706189,0.9983165013253694,0.027392602392037002,0.3416659353691636
200,0.35,0.5,7,0.8431631792857117,0.7201162437883484,0.5385545366786589,0.9976221217052045,0.017205703742146916,0.32391579558765105
200,0.35,0.5,8,0.8259288995325446,0.6934197258275419,0.5038034061221024,0.998125977372241,0.050439473100153065,0.35699788195169346
200,0.35,0.5,9,0.8738986520551846,0.7736934912817897,0.6192192265367801,0.998579621659443,0.008524438249062238,0.34133062155526434
200,0.35,0.5,10,0.8470722846146557,0.726330752421022,0.5481865401261624,0.9975630897649724,0.01064014306375316,0.34349747729238206
200,0.35,0.5,11,0.8252094210260431,0.6938898751139005,0.5066719256109505,0.9983178482617263,0.04428924783555255,0.3494897421889229
200,0.35,0.5,12,0.8135131401581763,0.6743988795804222,0.47909991806681856,0.9981943393100777,0.04222490386836364,0.35820099553467666
200,0.35,0.5,13,0.8625864716573338,0.7516872949914143,0.5830042580737971,0.9974124828023276,0.017131358669720376,0.33580939820914607
200,0.35,0.5,14,0.8398986340656069,0.7194991213111688,0.5457101308982969,0.9982945214856442,0.011319917693926485,0.34615370714640764
200,0.35,0.5,15,0.8896913577799376,0.7979425273810148,0.6526431000734004,0.9974480777063772,0.029956628104107597,0.32964396613819485
200,0.35,0.5,16,0.8679068268254987,0.7597667820641945,0.5925162205207373,0.9975279723315986,0.0135889604046463,0.34021427005776606
200,0.375,0.5,1,0.8413727270907079,0.720379215145863,0.5428306031330205,0.9983442234019565,0.020967744202378014,0.36121003607296304
200,0.375,0.5,2,0.7835934805363622,0.6258064120937173,0.4130443464654458,0.9980042259348781,0.03325332604241815,0.3806013117299296
200,0.375,0.5,3,0.801878523767443,0.6620049957793824,0.47082947053064456,0.9986946216845134,0.055137049000153926,0.3526917796657752
200,0.375,0.5,4,0.8004162964186825,0.6518220744931761,0.4449680932523208,0.9982203752050284,0.08864358321361498,0.3755866440843892
200,0.375,0.5,5,0.7899263497803171,0.6409424749482064,0.4395720831379524,0.9985717375046425,0.0004497675310406457,0.3632818192691857
200,0.375,0.5,6,0.7635693028837351,0.6033426532817959,0.3969904933904832,0.9984133746573365,0.037885592372343124,0.37158166710315194
200,0.375,0.5,7,0.767113009314609,0.6056998822190927,0.3948038410320109,0.9985330227585428,0.04444770912494789,0.3883143532396257
200,0.375,0.5,8,0.8074140006197751,0.6644426974456396,0.4646462973088121,0.9981417583403176,0.03170778494444726,0.363591507389395
200,0.375,0.5,9,0.8114490906157231,0.6712434125817961,0.47333045330473195,0.9983488694934696,0.0374100770187108,0.38288641434001913
200,0.375,0.5,10,0.756791987437962,0.5883237970773856,0.37455450476534724,0.998225128949128,0.02309306465006067,0.3816464061270818
200,0.375,0.5,11,0.8321395605700074,0.7020381264495813,0.5125186128618691,0.9979020481811095,0.062212189191616196,0.36785825629665825
200,0.375,0.5,12,0.7576051587480255,0.5898829714390422,0.3749241991250665,0.9982282907061146,0.043223650461370666,0.3812985061292959
200,0.375,0.5,13,0.8534472238225248,0.7370745709186202,0.5615871687537265,0.9980891460442484,0.01209744453086714,0.34305774410978646
200,0.375,0.5,14,0.820289286688323,0.6896798758413298,0.5048226956287408,0.9987803546948374,0.025605355517535067,0.3604518007784026
200,0.375,0.5,15,0.8233754910386019,0.6880568822809239,0.49302784030032215,0.9979874923048878,0.022827477377498462,0.3776853945019316
200,0.375,0.5,16,0.7615364417030213,0.5942301716496772,0.3775506346314802,0.9983140730756823,0.024509845803924457,0.39825298463460895
200,0.4,0.5,1,0.7550134630128529,0.5906689911295119,0.3813763339963232,0.9986638190642956,0.030966720990342478,0.3853014240757206
200,0.4,0.5,2,0.6986641547734874,0.5018959206286029,0.2708732670076648,0.9978072403512367,0.06806745389318747,0.42281631853123375
200,0.4,0.5,3,0.6988039242892142,0.50274842343628,0.27439183647782495,0.9978596169133176,0.03824906941970929,0.4138742184108796
200,0.4,0.5,4,0.6885103836774026,0.4911622545156852,0.2662488708355959,0.9979717438046675,0.00953301023824682,0.41718147338069667
200,0.4,0.5,5,0.7094518795195867,0.5224729880963872,0.29969039523837854,0.998368412286565,0.01585010744281845,0.4002494673329478
200,0.4,0.5,6,0.7619658543623385,0.5975496520383318,0.3856933443665224,0.9981855886821999,0.07320357169503189,0.37200797948877207
200,0.4,0.5,7,0.7462229323373424,0.5677994182943268,0.3416448769231687,0.9976183241510763,0.011014175244627,0.4074007434609915
200,0.4,0.5,8,0.7507846330868798,0.5810938693405123,0.3665247920864496,0.9983252230367017,0.02048866164225327,0.3813985568014397
200,0.4,0.5,9,0.7728477612570843,0.6116516722552932,0.39906607729548993,0.9980905552428513,0.05105904367785585,0.3872550472288471
200,0.4,0.5,10,0.7276009888006081,0.5460723364578759,0.32397699968452287,0.9982798909659206,0.02598016394785818,0.4026574232025843
200,0.4,0.5,11,0.7954835085113198,0.6438688423838661,0.4352319843583458,0.9979826341545607,0.04170891494765128,0.3865283589389938
200,0.4,0.5,12,0.6756257689773011,0.47393475871210355,0.24721502391471317,0.9981583178268408,0.06044606389209839,0.4307443807518896
200,0.4,0.5,13,0.705168836502682,0.5163717352638092,0.29433085604950565,0.9983128667614825,0.019512013878434598,0.39871203246296266
200,0.4,0.5,14,0.7375199988198384,0.5610218407509009,0.3410768623216315,0.9985002034098764,0.07381867415329857,0.4066866892186491
200,0.4,0.5,15,0.7736936642972573,0.6140472402233008,0.40180480554351944,0.9984842720159758,0.10832684220221245,0.38499177715114286
200,0.4,0.5,16,0.7709795635774704,0.6008217033928517,0.37309737495298934,0.9971292730675315,0.019778437604609622,0.4140651604842795
200,0.425,0.5,1,0.6980630075340866,0.5075208385427828,0.2827481214068716,0.9984418768189777,0.07315258934815327,0.4165226529871507
200,0.425,0.5,2,0.667321079671929,0.461877998223414,0.2342053751097268,0.9980642860580472,0.07622307492524694,0.4299693632293326
200,0.425,0.5,3,0.6490928119332293,0.4383651591091409,0.2123989662855293,0.9979321320955905,0.03411632150984811,0.4353211503783781
200,0.425,0.5,4,0.671141891173145,0.4676541319954804,0.2425531408964554,0.9978473871518749,0.022319768617620306,0.41668559618792245
200,0.425,0.5,5,0.6717636227462829,0.46808505757524116,0.24188965690219738,0.9979903697637394,0.016453575575632318,0.4247498934371043
200,0.425,0.5,6,0.7082963107350894,0.514509509611007,0.28494531709776805,0.9979998164010624,0.05616010633746227,0.4199782348685421
200,0.425,0.5,7,0.6798913434971752,0.48089791235997564,0.2564595251353397,0.9981372044931283,0.03301182246607326,0.4197657615518824
200,0.425,0.5,8,0.687407744044194,0.4865585103039279,0.25497736084388267,0.9978458755631807,0.051475556501261455,0.42213976861404695
200,0.425,0.5,9,0.6457996672467599,0.4427963632801885,0.22524350032477705,0.9986973791779781,0.0008937843234010368,0.4307554396350355
200,0.425,0.5,10,0.6162309084096319,0.3999722390026808,0.18191572788566082,0.9981540107961123,0.0012072396478024494,0.4403501130747969
200,0.425,0.5,11,0.7086462615121499,0.5146235647394182,0.28251797416956725,0.9976588345329368,0.04554424491869402,0.4158028577970536
200,0.425,0.5,12,0.6349936137787777,0.4239501540561695,0.2034387495446284,0.9981873184217588,0.010596926442284382,0.43337597019831636
200,0.425,0.5,13,0.7196746502011405,0.5310395519085038,0.3021295946701425,0.9980429414504071,0.05501436138057203,0.4158327635036608
200,0.425,0.5,14,0.6710469211562452,0.4641852308743677,0.2347539944892888,0.9980474432044337,0.050946627595992666,0.43850358810786755
200,0.425,0.5,15,0.7531838618847473,0.5787926773509929,0.35396514629863224,0.9980709990618203,0.012820663472666305,0.3918227430428976
200,0.425,0.5,16,0.6240904929585629,0.41272259730892785,0.19680344408112238,0.9983000389753297,0.07288285729931754,0.43234436729748
200,0.45,0.5,1,0.6012152645172751,0.36963010305540184,0.14657747981454006,0.9964401962510984,0.02491954421365017,0.46792314725060336
200,0.45,0.5,2,0.6354184249822444,0.415831287304326,0.18770063515785868,0.9974782525240832,0.028441174992785756,0.45158303754562024
200,0.45,0.5,3,0.5489950782783668,0.3270883407222194,0.1309441355932101,0.9979073756658781,0.032838743248283064,0.4475674791032216
200,0.45,0.5,4,0.563978894571505,0.3356929072880329,0.12763414505110934,0.9978431001548208,0.08303739330439264,0.46846767588116106
200,0.45,0.5,5,0.6394653046528067,0.42571624675386904,0.20172865839954884,0.9974918785018596,0.013773834383979278,0.42711166516578003
200,0.45,0.5,6,0.5801611866848357,0.3519508982938657,0.13969608182166318,0.9976371332279647,0.008904531742622845,0.46667975715354276
200,0.45,0.5,7,0.5378957232396755,0.3089572910177478,0.11248445254718263,0.9974171884008145,0.02637682642492878,0.46852948461065547
200,0.45,0.5,8,0.5596419312465073,0.32941682664674693,0.12448760411553156,0.9970723619189878,0.012816023145718725,0.46234110370476045
200,0.45,0.5,9,0.569540084380804,0.34409573563265206,0.13724702725173799,0.997804874133928,0.016352102927553958,0.46080520060331814
200,0.45,0.5,10,0.5896763682890547,0.3686473764067198,0.1575262477743829,0.997593684036021,0.03207057996029805,0.4400609625790049
200,0.45,0.5,11,0.6378883012343759,0.4206791507920916,0.19392290283672517,0.9975731317762563,0.03352516587396326,0.44033682742483404
