sigma,x,y,theta,w
0.0,8.022231074204472,0.990558274038518,-0.6713386950193593,0.7
0.0,13.541319051194998,0.525731953205796,-0.38905678702118796,0.7
0.0,3.200906758937096,12.426938544208822,-2.6160629123419197,0.7
0.0,5.2958771548792285,7.870890776312381,-0.781921426565097,0.7
0.0,14.182421399925227,12.157900149420437,-0.6081281246888993,0.7
0.0,17.569958856984968,3.3921327543502287,0.3917566463196183,0.7
0.0,14.952036741795174,14.760982989840379,-0.5021530428139767,0.7
0.0,9.47585877270181,17.34133525577473,-0.06635478561524955,0.7
0.0,16.7454443800682,9.849555342715512,-0.5884575893840476,0.7
0.0,11.943937613670112,12.393926712393162,-0.6057812444995079,0.7
0.0,15.636215053664953,16.223701435792798,-0.5350660357594184,0.7
0.0,12.133662349058278,3.792270001505473,-0.4776431675748857,0.7
0.0,14.746287687481761,15.035378170579898,-0.710390702325179,0.7
0.0,14.286974858289355,13.051125216833231,-0.7423083877948295,0.7
0.0,14.568873303796872,13.10767420876715,-0.6165230622387338,0.7
0.0,15.856397401735135,18.53269389770586,-0.27461813888962544,0.7
0.0,17.357955334116255,14.739570330030663,-0.22769712707068523,0.7
0.0,7.94838232791821,13.354797742568888,-0.10481763383758022,0.7
0.0,14.991717411846404,12.681417871770718,-0.6840125245069225,0.7
0.0,16.20108422641807,13.777260005134465,-0.5630246273330733,0.7
0.0,6.218556820879881,5.086167922094727,-0.7342696687815805,0.7
0.0,5.73144337361506,9.189371300898877,-0.4623204077556088,0.7
0.0,16.14247973510371,12.415151897028624,-0.7523134385307233,0.7
0.0,18.493088165828713,9.636747896996543,-0.4755221932621891,0.7
0.0,10.875332827693358,17.91965931899457,-0.29153931734515354,0.7
0.0,0.37173657984157077,11.157788681782103,-0.3592742926650731,0.7
0.0,13.962415278257556,16.200557021592207,-0.24439207596998713,0.7
0.0,12.133909522738621,5.361001725041145,-0.34691331409469106,0.7
0.0,11.167855676671634,4.59219003873903,-0.6576742342151305,0.7
0.0,8.400267704284714,11.996649157055364,-0.3501979200178207,0.7
0.0,13.702986580483948,15.974185754204434,-0.19424747817077642,0.7
0.0,13.406674476364428,0.20600137330204155,-0.44317919546774703,0.7
0.0,0.48178872591178445,14.13358563903372,-0.6371814487324522,0.7
0.0,12.27641928882985,4.508860647170231,-0.39624152033040777,0.7
0.0,16.65251585565078,12.665677457467568,-0.46500043877106334,0.7
0.0,9.209112967729038,2.4080694552705917,-0.3722241180680855,0.7
0.0,4.7916654958581315,9.093303500569775,-0.7826354152429056,0.7
0.3,11.377009253848696,15.213528445961956,2.528891842207825,0.38363334565572
0.3,14.34509058962612,16.07603338552283,3.054121794497688,0.9818494698422356
0.3,5.575226972911998,2.0757059308757717,2.4811812972394782,0.7753682227998637
0.3,7.3983946107006835,2.2187561196830488,2.926344049062269,0.9944854166434466
0.3,13.989772618869276,17.49762597116319,3.1908953607741637,0.6242989832391893
0.3,13.183497523297591,16.77508179786761,3.0681213907591207,0.7891142428749801
0.3,12.76340389243413,16.433918907358485,2.6337531482425436,0.9994187166438111
0.3,11.154407743231017,0.877416730840113,2.9113327407759497,0.7876428291031603
0.3,6.00497912716768,18.90705167918948,3.000380348973514,0.9850957845859479
0.3,10.049018586592508,12.721726928622026,2.8518675910377316,0.23144650740831893
0.3,11.649891087440995,0.5293580106719507,2.881893939595076,0.9418317458365796
0.3,15.283764643255722,13.275110203395936,2.7415336414556464,0.9960898518859929
0.3,13.873961651368067,14.507415926173017,2.5372495132785886,0.7732492207866277
0.3,4.91091129657358,2.5007419650483,2.4689919261808475,0.9144996830467896
0.3,11.725999878864167,19.620371672038765,3.2199512312005036,0.9701756505369622
0.3,13.33723027947157,19.795213262626103,2.831912826838555,0.9999146099936319
0.3,7.037309369697157,19.731154953846534,2.692535489143102,0.9954676999873666
0.3,12.927473869183569,18.335816120834732,2.9007422410506973,0.7963956401288657
0.3,13.892636960243179,16.242705929896736,2.644368024366489,0.5613853087318091
0.3,5.07249867918177,5.179768281158524,2.558160980493377,0.955273159562557
0.3,5.383704385311731,3.7282433149502205,2.5431003988777396,0.9792288208353749
0.3,10.311523995874575,0.9503211493753185,3.1253455587096033,0.7095552415807642
0.3,2.1378669029030175,2.276412805458629,2.301493195185427,0.9381373226707878
0.3,10.912303129791294,19.093418667746437,3.123469749375306,0.9229057026767858
0.3,12.020285019568611,19.190544061689916,3.08074103354541,0.98408576673929
0.3,9.272396026536137,1.4756466538414748,2.970520333022706,0.22857385009875747
0.3,9.918851557433033,15.881303283361431,2.8408728909680825,0.5721106735350123
0.3,4.374157496025623,3.94522359600291,2.5711535362200375,0.8307333032561627
0.3,10.892166376538734,18.795787400761338,2.8217011277764907,0.5765798779751056
0.3,8.569027920349926,5.79979248526759,2.7978844626314547,0.8755652935234658
0.3,16.208554891664363,14.056127549198377,3.0809649111184862,0.9949030819439314
0.3,6.459869608205969,19.156354554384237,2.8500998302566654,0.5069197033111785
0.3,13.472715510517494,18.252096057388947,2.651283064200781,0.1260833143576842
0.3,10.033622288154696,10.825125245212753,2.496706535890718,0.40863828305281774
0.3,7.156095072250539,4.317349805877719,2.834239676310918,0.9928500168418997
0.3,11.110609833999934,13.842496945256952,2.5952118403876834,0.9969831049441615
0.3,7.239352298877525,2.4860661087216167,2.6004949430714825,0.5130032049081952
0.3,11.847489199315628,14.709186502512232,2.890454872460788,0.9988146155360328
0.3,15.615200038890066,19.008050184285462,3.1181553462696776,0.9217338087380341
0.3,13.855549900028072,18.847546824189923,2.8888836536815905,0.9216381340768363
0.3,9.067042645023346,2.2867086190461,2.866283652349511,0.9940307031720212
0.3,8.399338758192966,6.505324161291625,2.800556637190305,0.6573599272178353
0.3,6.897578008590757,5.735265980792483,2.6757135938230823,0.7020031213234297
0.3,6.457758178162073,4.563421463953122,2.8760238473838244,0.1969046684134997
0.3,12.503233526793382,15.75909749171478,2.4806924796478493,0.9928609916668661
0.3,9.23610686546256,5.1358832261958565,2.985289039050591,0.21005534635788203
0.3,19.66582771044733,14.447979211171052,3.0362269011324416,0.8545443034017518
0.3,19.250737210869456,14.310126443773987,3.172168979310752,0.4880059512357139
0.3,10.72964006058871,17.240268085316313,2.657775042827018,0.9576359124880514
0.3,15.703544283366934,17.13528325118573,3.0955466726473997,0.9987793046607139
0.3,12.250595411795967,14.389972138276367,2.7832312023637056,0.3083973840362412
0.3,10.539476977661602,1.5108490358530935,2.906376509755029,0.7008003888986024
0.3,3.392853625436232,2.6711572354715885,2.0517292904321565,0.035952232194991635
0.3,8.168450118832999,15.690291153867243,2.6559121105713097,0.9810166035868427
0.3,12.975600586382091,19.980236879127254,3.21016133645713,0.29755300701492177
0.3,10.111306001378058,15.069142248725,2.517019124365655,0.9973036720895936
0.3,9.654344351778603,1.489359049834257,2.876269361773528,0.24146152116069391
